Timestamp,Milliseconds,centimeters
2018-09-11 17:08:16,1,5.000305
2018-09-11 17:08:16,21,5.000305
2018-09-11 17:08:16,40,5.000305
2018-09-11 17:08:16,60,5.000305
2018-09-11 17:08:16,80,5.000305
2018-09-11 17:08:16,101,5.000305
2018-09-11 17:08:16,121,5.000305
2018-09-11 17:08:16,140,5.000305
2018-09-11 17:08:16,160,5.000305
2018-09-11 17:08:16,181,5.000305
2018-09-11 17:08:16,201,5.000305
2018-09-11 17:08:16,220,5.000305
2018-09-11 17:08:16,241,5.000305
2018-09-11 17:08:16,260,5.000305
2018-09-11 17:08:16,281,5.000305
2018-09-11 17:08:16,301,5.000305
2018-09-11 17:08:16,321,5.000305
2018-09-11 17:08:16,340,5.000305
2018-09-11 17:08:16,360,5.000305
2018-09-11 17:08:16,381,5.000305
2018-09-11 17:08:16,400,5.000305
2018-09-11 17:08:16,420,5.000305
2018-09-11 17:08:16,440,5.000305
2018-09-11 17:08:16,461,5.000305
2018-09-11 17:08:16,480,5.000305
2018-09-11 17:08:16,500,5.000305
2018-09-11 17:08:16,520,5.000305
2018-09-11 17:08:16,541,5.000305
2018-09-11 17:08:16,560,5.000305
2018-09-11 17:08:16,580,5.000305
2018-09-11 17:08:16,600,5.000305
2018-09-11 17:08:17,621,5.000305
2018-09-11 17:08:17,641,5.000305
2018-09-11 17:08:17,660,5.000305
2018-09-11 17:08:17,680,5.000305
2018-09-11 17:08:17,700,5.000305
2018-09-11 17:08:17,721,5.000305
2018-09-11 17:08:17,740,5.000305
2018-09-11 17:08:17,760,5.000305
2018-09-11 17:08:17,781,5.000305
2018-09-11 17:08:17,800,5.000305
2018-09-11 17:08:17,820,5.000305
2018-09-11 17:08:17,841,5.000305
2018-09-11 17:08:17,860,5.000305
2018-09-11 17:08:17,880,5.000305
2018-09-11 17:08:17,901,5.000305
2018-09-11 17:08:17,920,5.000305
2018-09-11 17:08:17,941,5.000305
2018-09-11 17:08:17,960,0.0
2018-09-11 17:08:17,980,0.0
2018-09-11 17:08:17,1000,0.0
2018-09-11 17:08:17,1021,0.0
2018-09-11 17:08:17,1040,0.0
2018-09-11 17:08:17,1061,0.0
2018-09-11 17:08:17,1080,0.0
2018-09-11 17:08:17,1100,0.0
2018-09-11 17:08:17,1121,0.0
2018-09-11 17:08:17,1140,0.0
2018-09-11 17:08:17,1160,0.0
2018-09-11 17:08:17,1181,0.0
2018-09-11 17:08:17,1200,0.0
2018-09-11 17:08:17,1220,0.0
2018-09-11 17:08:17,1240,0.0
2018-09-11 17:08:17,1261,0.0
2018-09-11 17:08:17,1280,0.0
2018-09-11 17:08:17,1300,0.0
2018-09-11 17:08:17,1320,0.0
2018-09-11 17:08:17,1340,0.0
2018-09-11 17:08:17,1360,0.0
2018-09-11 17:08:17,1380,0.0
2018-09-11 17:08:17,1400,0.0
2018-09-11 17:08:17,1421,0.0
2018-09-11 17:08:17,1440,0.0
2018-09-11 17:08:17,1460,0.0
2018-09-11 17:08:17,1480,0.0
2018-09-11 17:08:17,1501,0.0
2018-09-11 17:08:17,1520,0.0
2018-09-11 17:08:17,1540,0.0
2018-09-11 17:08:17,1561,0.0
2018-09-11 17:08:17,1580,0.0
2018-09-11 17:08:17,1600,0.0
2018-09-11 17:08:18,1621,0.0
2018-09-11 17:08:18,1640,0.0
2018-09-11 17:08:18,1660,0.0
2018-09-11 17:08:18,1681,0.0
2018-09-11 17:08:18,1700,0.0
2018-09-11 17:08:18,1720,0.0
2018-09-11 17:08:18,1741,0.0
2018-09-11 17:08:18,1760,0.0
2018-09-11 17:08:18,1780,0.0
2018-09-11 17:08:18,1801,0.0
2018-09-11 17:08:18,1820,0.0
2018-09-11 17:08:18,1840,0.0
2018-09-11 17:08:18,1860,0.0
2018-09-11 17:08:18,1881,0.0
2018-09-11 17:08:18,1900,0.0
2018-09-11 17:08:18,1920,0.0
2018-09-11 17:08:18,1941,0.0
2018-09-11 17:08:18,1960,0.0
2018-09-11 17:08:18,1980,0.0
2018-09-11 17:08:18,2001,0.0
2018-09-11 17:08:18,2020,0.0
2018-09-11 17:08:18,2040,0.0
2018-09-11 17:08:18,2061,0.0
2018-09-11 17:08:18,2080,0.0
2018-09-11 17:08:18,2100,0.0
2018-09-11 17:08:18,2120,0.0
2018-09-11 17:08:18,2141,0.0
2018-09-11 17:08:18,2160,0.0
2018-09-11 17:08:18,2180,0.0
2018-09-11 17:08:18,2201,0.0
2018-09-11 17:08:18,2220,0.0
2018-09-11 17:08:18,2240,0.0
2018-09-11 17:08:18,2260,0.0
2018-09-11 17:08:18,2281,0.0
2018-09-11 17:08:18,2300,0.0
2018-09-11 17:08:18,2320,0.0
2018-09-11 17:08:18,2341,0.0
2018-09-11 17:08:18,2360,0.0
2018-09-11 17:08:18,2380,0.0
2018-09-11 17:08:18,2401,0.0
2018-09-11 17:08:18,2420,0.0
2018-09-11 17:08:18,2440,0.0
2018-09-11 17:08:18,2460,0.0
2018-09-11 17:08:18,2481,0.0
2018-09-11 17:08:18,2500,0.0
2018-09-11 17:08:18,2520,0.0
2018-09-11 17:08:18,2541,0.0
2018-09-11 17:08:18,2560,0.0
2018-09-11 17:08:18,2580,0.0
2018-09-11 17:08:18,2601,0.0
2018-09-11 17:08:18,2620,0.0
2018-09-11 17:08:19,2640,0.0
2018-09-11 17:08:19,2660,0.0
2018-09-11 17:08:19,2681,0.0
2018-09-11 17:08:19,2700,0.0
2018-09-11 17:08:19,2720,0.0
2018-09-11 17:08:19,2741,0.0
2018-09-11 17:08:19,2760,0.0
2018-09-11 17:08:19,2780,0.0
2018-09-11 17:08:19,2801,0.0
2018-09-11 17:08:19,2821,0.0
2018-09-11 17:08:19,2841,0.0
2018-09-11 17:08:19,2860,0.0
2018-09-11 17:08:19,2880,0.0
2018-09-11 17:08:19,2900,0.0
2018-09-11 17:08:19,2921,0.0
2018-09-11 17:08:19,2940,0.0
2018-09-11 17:08:19,2961,0.0
2018-09-11 17:08:19,2980,0.0
2018-09-11 17:08:19,3000,0.0
2018-09-11 17:08:19,3021,0.0
2018-09-11 17:08:19,3040,0.0
2018-09-11 17:08:19,3060,0.0
2018-09-11 17:08:19,3080,0.0
2018-09-11 17:08:19,3100,0.0
2018-09-11 17:08:19,3121,0.0
2018-09-11 17:08:19,3140,0.0
2018-09-11 17:08:19,3160,0.0
2018-09-11 17:08:19,3180,0.0
2018-09-11 17:08:19,3200,0.0
2018-09-11 17:08:19,3221,0.0
2018-09-11 17:08:19,3240,0.0
2018-09-11 17:08:19,3260,0.0
2018-09-11 17:08:19,3280,0.0
2018-09-11 17:08:19,3300,0.0
2018-09-11 17:08:19,3320,0.0
2018-09-11 17:08:19,3341,0.0
2018-09-11 17:08:19,3360,0.0
2018-09-11 17:08:19,3380,0.0
2018-09-11 17:08:19,3400,0.0
