Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2018-09-11 19:08:36,2,0.02047614,0.043475468,0.97547984,0.21477816,0.5235988
2018-09-11 19:08:36,21,0.019758618,0.043399267,0.9750336,0.216877,0.5235988
2018-09-11 19:08:36,41,0.02007318,0.042372633,0.97456336,0.21915273,0.5235988
2018-09-11 19:08:36,62,0.020493064,0.04131769,0.9740952,0.22138523,0.5235988
2018-09-11 19:08:36,81,0.020218698,0.04097744,0.97355586,0.22383265,0.5235988
2018-09-11 19:08:36,101,0.019936068,0.039604075,0.97306424,0.22623007,0.5235988
2018-09-11 19:08:36,121,0.019218666,0.036365543,0.97268456,0.22845764,0.5235988
2018-09-11 19:08:36,142,0.01697001,0.033478674,0.9724489,0.23007481,0.5235988
2018-09-11 19:08:36,161,0.013694408,0.033042308,0.97230136,0.23097786,0.5235988
2018-09-11 19:08:36,181,0.012693385,0.03694075,0.9718409,0.23237787,0.5235988
2018-09-11 19:08:36,202,0.013665319,0.04486325,0.97095144,0.23463547,0.5235988
2018-09-11 19:08:36,221,0.013726889,0.05231837,0.96999544,0.23703007,0.5235988
2018-09-11 19:08:36,241,0.012205564,0.053028267,0.9693765,0.23947498,0.5235988
2018-09-11 19:08:37,262,0.01207526,0.04518963,0.9693507,0.24118736,0.5235988
2018-09-11 19:08:37,281,0.013380169,0.034529965,0.9696114,0.24183121,0.5235988
2018-09-11 19:08:37,301,0.014521864,0.027808184,0.969666,0.24241208,0.5235988
2018-09-11 19:08:37,321,0.014481067,0.028208472,0.96943706,0.2432825,0.5235988
2018-09-11 19:08:37,342,0.013258649,0.034730207,0.9688681,0.24477077,0.5235988
2018-09-11 19:08:37,361,0.011400962,0.04384506,0.96797305,0.24693282,0.5235988
2018-09-11 19:08:37,381,0.010128372,0.051722284,0.96695566,0.2494373,0.5235988
2018-09-11 19:08:37,402,0.010201826,0.05548768,0.96611947,0.2518535,0.5235988
2018-09-11 19:08:37,422,0.010979209,0.05466005,0.96560127,0.25398025,0.5235988
2018-09-11 19:08:37,441,0.011254043,0.05112718,0.9654234,0.2553762,0.5235988
2018-09-11 19:08:37,461,0.011874671,0.047257822,0.9653102,0.25651875,0.5235988
2018-09-11 19:08:37,482,0.013075931,0.04577309,0.9650492,0.2577088,0.5235988
2018-09-11 19:08:37,501,0.014204572,0.04790596,0.9645276,0.2592098,0.5235988
2018-09-11 19:08:37,521,0.014707679,0.051409233,0.96379876,0.26121384,0.5235988
2018-09-11 19:08:37,541,0.014638848,0.052204955,0.9630485,0.26381406,0.5235988
2018-09-11 19:08:37,561,0.014442752,0.047583096,0.9626178,0.26625967,0.5235988
2018-09-11 19:08:37,582,0.014063768,0.04013477,0.9623851,0.26833978,0.5235988
