Timestamp,Milliseconds,X,Y,Z
2018-10-03 21:58:22,0,-0.1256881,0.28944588,0.054009438
2018-10-03 21:58:22,21,-0.21012998,0.20089293,0.074095726
2018-10-03 21:58:22,40,-0.2680197,0.2012353,-0.116659164
2018-10-03 21:58:22,60,-0.42884505,0.38288164,-0.3612585
2018-10-03 21:58:22,81,-0.43570662,0.4352646,-0.4506874
2018-10-03 21:58:22,102,-0.52053237,0.5756576,0.08389187
2018-10-03 21:58:22,120,-0.52072805,0.72415566,0.4875288
2018-10-03 21:58:22,140,-0.3867322,0.72978544,0.632885
2018-10-03 21:58:22,160,-0.3397169,0.6194432,1.0065126
2018-10-03 21:58:22,182,-0.19504924,0.24792075,1.0489244
2018-10-03 21:58:22,201,-0.3095687,-0.19360638,0.41115093
2018-10-03 21:58:22,221,-0.3699045,-0.73907924,-0.329113
2018-10-03 21:58:22,240,-0.5880968,-0.9634638,-1.0008316
2018-10-03 21:58:22,260,-0.8107369,-0.9013159,-1.5352135
2018-10-03 21:58:22,280,-0.6588746,-0.6518445,-1.6383133
2018-10-03 21:58:22,301,-0.44545758,-0.113662004,-0.6050463
2018-10-03 21:58:22,320,-0.13954231,0.31740212,0.7709408
2018-10-03 21:58:22,340,0.26752788,0.73182106,1.9988213
2018-10-03 21:58:22,360,0.58370465,0.89063716,2.1813107
2018-10-03 21:58:22,381,0.5903332,0.86030245,1.1609802
2018-10-03 21:58:22,400,0.5445565,0.6918106,-0.009183884
2018-10-03 21:58:22,420,0.5621324,0.28720832,-1.0390711
2018-10-03 21:58:22,441,0.4765483,-0.09054971,-1.6278582
2018-10-03 21:58:22,460,0.18392763,-0.12018466,-1.5602541
2018-10-03 21:58:22,480,0.04240941,0.24731255,-1.0353746
2018-10-03 21:58:22,500,0.06064016,0.745713,-0.48072052
2018-10-03 21:58:22,521,0.08113241,1.0022914,0.4280815
2018-10-03 21:58:22,540,-0.046253026,0.92720294,2.155509
2018-10-03 21:58:22,560,-0.43335295,0.6272876,2.849883
2018-10-03 21:58:23,581,-0.542557,0.25860882,2.4627762
2018-10-03 21:58:23,600,-0.21431369,-0.495471,1.4926224
2018-10-03 21:58:23,620,-0.48719388,-0.6523638,0.09188175
2018-10-03 21:58:23,641,-0.51315576,-0.7761259,-1.4852419
2018-10-03 21:58:23,660,0.16457644,-1.1337972,-1.7153196
2018-10-03 21:58:23,680,-1.1307477,-0.09704542,-1.5705929
2018-10-03 21:58:23,700,-1.3994184,0.025905132,-0.40921783
2018-10-03 21:58:23,721,-1.5309887,0.6522999,0.5162983
2018-10-03 21:58:23,740,-0.32461515,0.4412036,0.96967983
2018-10-03 21:58:23,761,0.2604835,0.60703707,0.688818
2018-10-03 21:58:23,780,0.083228365,1.0083823,0.66248035
2018-10-03 21:58:23,800,0.6435267,0.05009651,-0.68474483
2018-10-03 21:58:23,821,0.9364229,-0.37433863,-0.6642132
2018-10-03 21:58:23,840,0.58710235,0.060722828,-0.7161608
2018-10-03 21:58:23,860,1.0143842,0.0025954247,-1.2293348
2018-10-03 21:58:23,880,0.99718624,0.29231215,-1.1810312
2018-10-03 21:58:23,900,-0.48381996,1.6184721,-0.97584724
2018-10-03 21:58:23,921,-1.330112,2.123148,0.05181837
2018-10-03 21:58:23,940,-0.76643705,2.3619146,0.59767675
2018-10-03 21:58:23,960,-2.199968,3.1056147,0.70065403
2018-10-03 21:58:23,981,0.85974526,1.431005,-0.6000643
2018-10-03 21:58:23,1000,1.959655,1.0950274,-0.05593252
2018-10-03 21:58:23,1020,3.2030306,-0.36071253,-0.12936544
2018-10-03 21:58:23,1040,1.055898,-0.28315687,-0.29746866
2018-10-03 21:58:23,1061,-1.344384,-0.37931156,-1.0458145
2018-10-03 21:58:23,1080,-1.389437,-0.6204481,-0.9196353
2018-10-03 21:58:23,1100,-1.3109367,-0.20508909,0.2857647
2018-10-03 21:58:23,1120,-1.0513153,-1.1605496,1.4301972
2018-10-03 21:58:23,1141,-3.1261477,-0.5894928,-3.360767
2018-10-03 21:58:23,1160,-4.0814486,-1.3748426,-3.1718025
2018-10-03 21:58:23,1180,-4.249074,-1.3445125,-4.1391687
2018-10-03 21:58:23,1201,-2.9002056,-2.5804615,-3.353725
2018-10-03 21:58:23,1220,0.037415504,-3.9124646,-1.6718254
2018-10-03 21:58:23,1240,1.797411,-3.4495125,-0.7342887
2018-10-03 21:58:23,1260,2.2256331,-3.193198,-0.0022125244
2018-10-03 21:58:23,1281,0.43834543,-1.2808688,9.589962
2018-10-03 21:58:23,1300,-1.0612068,-0.67990136,11.452614
2018-10-03 21:58:23,1320,0.78730154,-3.2323346,6.869915
2018-10-03 21:58:23,1340,-0.47206306,-4.6256676,2.6362472
2018-10-03 21:58:23,1361,-0.045218468,-3.3547573,1.4882126
2018-10-03 21:58:23,1380,-0.33078957,-3.068043,-1.5464094
2018-10-03 21:58:23,1400,-1.1260462,-0.7303648,-2.6022325
2018-10-03 21:58:23,1421,-2.1099014,0.91477966,-1.5704381
2018-10-03 21:58:23,1440,-2.8064528,1.3587203,-0.9510969
2018-10-03 21:58:23,1460,-2.0995827,1.1193311,-0.51189536
2018-10-03 21:58:23,1481,-0.64102554,0.32961273,-0.19474399
2018-10-03 21:58:23,1500,0.019199371,-0.12664342,0.73252237
2018-10-03 21:58:23,1520,1.4892378,-0.14907646,0.73971236
2018-10-03 21:58:23,1541,1.5390196,-0.31378484,0.753623
2018-10-03 21:58:23,1560,1.0404139,-0.34826946,0.6045401
2018-10-03 21:58:24,1580,-0.041662216,-0.2085731,1.0201724
2018-10-03 21:58:24,1601,-1.9519577,0.13287807,0.8808465
2018-10-03 21:58:24,1620,-2.9829922,2.0943513,1.5564535
2018-10-03 21:58:24,1640,-2.7376652,3.9421687,3.5414107
2018-10-03 21:58:24,1661,2.8395185,1.8259616,5.186816
2018-10-03 21:58:24,1680,4.845631,-0.9608989,6.9183407
2018-10-03 21:58:24,1700,1.9190121,-1.3837714,3.9973702
2018-10-03 21:58:24,1720,-0.3296461,-1.0030065,-2.3205323
2018-10-03 21:58:24,1741,0.4423294,0.7367799,-4.721713
2018-10-03 21:58:24,1760,1.756865,0.6495087,-6.5335174
2018-10-03 21:58:24,1781,0.6007676,0.41506815,-6.0461497
2018-10-03 21:58:24,1800,-0.16045046,1.3130205,-4.8575273
2018-10-03 21:58:24,1820,-1.4351578,2.0750442,-2.7526908
2018-10-03 21:58:24,1841,-1.2123389,2.2558815,2.2850118
2018-10-03 21:58:24,1860,-0.031553745,1.7822337,4.1668086
2018-10-03 21:58:24,1880,2.444049,-0.86376595,1.3434844
2018-10-03 21:58:24,1900,1.24195,0.049273014,0.18543196
2018-10-03 21:58:24,1921,-0.41261148,1.0980787,-1.2856207
2018-10-03 21:58:24,1940,-1.5833511,0.48156714,-2.5687327
2018-10-03 21:58:24,1960,-1.3802352,-0.34616947,-1.3009934
2018-10-03 21:58:24,1980,-0.6291475,-0.5009861,0.3404193
2018-10-03 21:58:24,2001,-0.77214813,-0.18370557,1.5579948
2018-10-03 21:58:24,2020,-1.2511139,0.0027329922,1.4282594
2018-10-03 21:58:24,2040,-1.5083504,-0.0679245,0.37489462
2018-10-03 21:58:24,2061,-0.7864771,0.1933384,-0.60331583
2018-10-03 21:58:24,2080,-0.24214697,-0.010351896,-0.8534274
2018-10-03 21:58:24,2100,0.6047325,-0.90147614,0.26786804
2018-10-03 21:58:24,2120,2.1527472,-0.06374049,0.6842356
2018-10-03 21:58:24,2141,-0.09718418,0.14242744,1.457629
2018-10-03 21:58:24,2160,-1.899517,-0.10237312,1.8044598
2018-10-03 21:58:24,2180,-0.12851906,-0.25615954,1.3662663
2018-10-03 21:58:24,2200,1.9416418,-0.5116954,-0.19690537
2018-10-03 21:58:24,2221,1.4215117,-0.4825871,-0.42023373
2018-10-03 21:58:24,2240,-0.03065586,-0.26872993,-0.008448124
2018-10-03 21:58:24,2260,0.05365944,-0.22414184,-0.015016317
2018-10-03 21:58:24,2281,0.48133564,-0.015470505,0.4941579
2018-10-03 21:58:24,2300,2.0880814,-0.7727139,1.8556741
2018-10-03 21:58:24,2320,1.6965475,-0.6890452,2.5114841
2018-10-03 21:58:24,2340,-0.23309708,-0.92567325,1.1246382
2018-10-03 21:58:24,2361,-0.31331062,-0.15308833,0.15902066
2018-10-03 21:58:24,2380,0.8269224,-0.49002457,-1.2588439
2018-10-03 21:58:24,2400,0.79417896,-0.3513441,-2.31996
2018-10-03 21:58:24,2421,0.4244175,-0.48776245,-1.8837446
2018-10-03 21:58:24,2440,0.15751934,-0.16439033,-0.91612244
2018-10-03 21:58:24,2460,-0.45862484,0.15616131,0.42888677
2018-10-03 21:58:24,2481,-0.15415096,-0.52507806,0.4106369
2018-10-03 21:58:24,2500,0.31671143,-0.8170538,0.61913085
2018-10-03 21:58:24,2520,1.4730978,-1.5981736,0.9098284
2018-10-03 21:58:24,2540,1.79389,-1.8203418,0.530818
2018-10-03 21:58:24,2561,0.9145479,-1.374809,0.3500527
2018-10-03 21:58:25,2580,0.9107609,-1.2783082,0.6077299
2018-10-03 21:58:25,2601,0.55005074,-0.91955733,0.22909051
2018-10-03 21:58:25,2620,0.2139864,-0.8416724,0.24319285
2018-10-03 21:58:25,2640,-0.53060436,-0.7254255,0.6126891
2018-10-03 21:58:25,2660,-0.882638,-0.9881804,0.7976915
2018-10-03 21:58:25,2681,-1.5697336,-0.84636617,0.61534864
2018-10-03 21:58:25,2700,-1.4656267,-1.2149923,0.32132578
2018-10-03 21:58:25,2720,-0.21220207,-1.5940955,-0.038576007
2018-10-03 21:58:25,2741,-1.1232805,-1.4285588,0.33046007
2018-10-03 21:58:25,2760,-1.5277472,-1.5893981,0.5980228
2018-10-03 21:58:25,2780,-0.31643963,-1.7743113,0.2461294
2018-10-03 21:58:25,2800,-0.36174774,-1.7177293,0.04278767
2018-10-03 21:58:25,2821,-0.8648386,-1.5871248,-0.32633734
2018-10-03 21:58:25,2840,-0.7779741,-1.7175386,-0.39481103
2018-10-03 21:58:25,2860,0.6453743,-1.472501,0.03902185
2018-10-03 21:58:25,2880,0.583086,-0.91683793,-0.15121114
2018-10-03 21:58:25,2900,0.96905136,-0.7020793,-0.011937857
2018-10-03 21:58:25,2921,1.9922075,-0.7924535,-0.16677833
