Milliseconds,X,Y,Z,cos,headingAccuracy
2,-0.0059007662,0.5470883,0.8345454,0.06475822,0.17453292
21,-0.0039496087,0.54772025,0.83399785,0.066591606,0.17453292
42,-0.0027999086,0.54750824,0.8340022,0.06831711,0.17453292
61,-0.0039585894,0.5479981,0.833661,0.06849585,0.17453292
81,-0.0058148126,0.54942524,0.83272475,0.068319224,0.17453292
102,-0.0048574544,0.550186,0.8320744,0.07017111,0.17453292
122,-9.356354E-4,0.54975396,0.83200943,0.074363664,0.17453292
141,0.0012198949,0.5505348,0.8311994,0.07757301,0.17453292
161,9.350884E-5,0.5545469,0.82848984,0.07798937,0.17453292
182,-0.0032044018,0.56138724,0.8240067,0.076465994,0.17453292
201,-0.0068278657,0.56890833,0.81901145,0.07427604,0.17453292
221,-0.009878752,0.5753251,0.8147039,0.0718409,0.17453292
242,-0.01190605,0.5794869,0.8119303,0.06944321,0.17453292
261,-0.012090763,0.58064884,0.8112885,0.06716964,0.17453292
281,-0.011360058,0.5789991,0.8127131,0.06425262,0.17453292
302,-0.0118302675,0.5742861,0.81644076,0.05899132,0.17453292
321,-0.01308185,0.57078844,0.8191104,0.055565856,0.17453292
342,-0.014782053,0.5670319,0.8219777,0.051078357,0.17453292
361,-0.014128656,0.56712997,0.82202184,0.049438037,0.17453292
381,-0.010413746,0.56959003,0.8203976,0.04905582,0.17453292
401,-0.0059577916,0.57496107,0.81661665,0.05021457,0.17453292
422,-0.007078104,0.58005506,0.81305397,0.049287587,0.17453292
441,-0.012344043,0.5848367,0.8097559,0.04592355,0.17453292
462,-0.016059687,0.5870475,0.80820644,0.043814287,0.17453292
481,-0.0153362,0.58549017,0.8092815,0.045049366,0.17453292
501,-0.008403285,0.5773532,0.8148075,0.051783152,0.17453292
521,-0.0032729395,0.5722074,0.81821215,0.055649675,0.17453292
542,-0.0029874681,0.57318336,0.8175346,0.05557884,0.17453292
561,-0.005833712,0.57799894,0.8142882,0.053084273,0.17453292
581,-0.0073824916,0.58186334,0.81163776,0.05123186,0.17453292
601,-0.0057037408,0.58251,0.8111482,0.051846508,0.17453292
621,-0.0011960854,0.5805462,0.812419,0.054222453,0.17453292
642,0.0027192181,0.5785252,0.8137479,0.055818196,0.17453292
661,0.0035810587,0.5783721,0.81385463,0.055798937,0.17453292
681,0.0012015982,0.5821718,0.81124985,0.05429711,0.17453292
701,-9.990219E-4,0.5870402,0.8077645,0.0538455,0.17453292
722,-0.0017974776,0.5906312,0.8050942,0.05454247,0.17453292
744,-0.0016718102,0.59212637,0.80390674,0.055834558,0.17453292
761,-0.0016331419,0.59202313,0.8038627,0.057538982,0.17453292
781,-0.0016920252,0.5908067,0.8046633,0.05883443,0.17453292
802,-0.0011153916,0.588173,0.80651885,0.059822157,0.17453292
821,-1.9156917E-4,0.58473694,0.8089035,0.061301004,0.17453292
841,-2.8160075E-6,0.5820012,0.8107457,0.0629759,0.17453292
862,-0.0017241087,0.5819899,0.8106793,0.063904725,0.17453292
881,-0.004106813,0.58419377,0.8090478,0.064361565,0.17453292
901,-0.0056657917,0.58588886,0.8077911,0.064619556,0.17453292
921,-0.005065848,0.58445066,0.80874574,0.06574281,0.17453292
942,-0.002242319,0.57926315,0.8122652,0.06836961,0.17453292
961,6.6813023E-4,0.571433,0.8175302,0.071472004,0.17453292
981,0.0024060647,0.56235963,0.82358944,0.07379885,0.17453292
1001,0.0035732987,0.5533682,0.8295692,0.074737936,0.17453292
1021,0.0040991385,0.5485154,0.83289015,0.07353968,0.17453292
1042,0.0025502045,0.5528324,0.830448,0.06874567,0.17453292
1061,0.0012973949,0.5656716,0.822294,0.062020477,0.17453292
1081,0.003955422,0.5787774,0.8133217,0.059235536,0.17453292
1101,0.008964086,0.582747,0.81032896,0.060766805,0.17453292
1122,0.013136403,0.5760098,0.8149354,0.0626135,0.17453292
1141,0.015981833,0.5637803,0.8233703,0.06291014,0.17453292
1161,0.018967588,0.5501218,0.83248657,0.06302688,0.17453292
1181,0.02122735,0.5390708,0.83960533,0.06336333,0.17453292
1201,0.023656068,0.5334056,0.84306115,0.064550124,0.17453292
1221,0.026353618,0.5363632,0.84096926,0.06626275,0.17453292
1242,0.027445013,0.54616153,0.834713,0.0648736,0.17453292
1261,0.027522253,0.55979264,0.8259028,0.06131259,0.17453292
1281,0.026299424,0.5702792,0.8190473,0.057021838,0.17453292
1301,0.022143621,0.5838437,0.81012267,0.048347373,0.17453292
1322,0.019933969,0.5873067,0.8078463,0.045363422,0.17453292
1341,0.02035985,0.5827628,0.8109702,0.047961716,0.17453292
1361,0.027917556,0.55987346,0.8261914,0.05630266,0.17453292
1382,0.034976576,0.537408,0.84031206,0.06200728,0.17453292
1401,0.03466305,0.5264289,0.8472162,0.062417243,0.17453292
1421,0.027737452,0.5331774,0.8435086,0.058700908,0.17453292
1441,0.020754987,0.5516145,0.83207697,0.054208424,0.17453292
1462,0.015861338,0.5719765,0.8186214,0.049500313,0.17453292
1481,0.0133834435,0.5873117,0.80805373,0.0439893,0.17453292
1501,0.01232491,0.59380376,0.8035531,0.039339587,0.17453292
1521,0.009785719,0.59032094,0.8062547,0.03713181,0.17453292
1542,0.008802333,0.5746964,0.8173366,0.04009175,0.17453292
1561,0.010268988,0.5488843,0.8346165,0.04512116,0.17453292
1581,0.007947064,0.52528834,0.8494601,0.04925941,0.17453292
1602,-4.030866E-4,0.5163508,0.8548719,0.050750826,0.17453292
1621,-0.01060476,0.5246339,0.8498032,0.049813084,0.17453292
1641,-0.017638022,0.5428236,0.8382094,0.049360298,0.17453292
1661,-0.020000666,0.5616054,0.8256662,0.049746983,0.17453292
1682,-0.016068539,0.5720089,0.81848943,0.051212158,0.17453292
1701,-0.006827463,0.5696013,0.8200101,0.05559778,0.17453292
1721,0.0018220241,0.5567849,0.8283771,0.06146993,0.17453292
1742,0.0046545784,0.54169375,0.83797795,0.06587263,0.17453292
1761,0.0030287572,0.5319561,0.84401786,0.06817221,0.17453292
1781,0.0015336482,0.5289557,0.8457128,0.07052242,0.17453292
1802,0.0034782265,0.5282911,0.8457751,0.07457129,0.17453292
1821,0.007315935,0.5253851,0.8470103,0.080563635,0.17453292
1841,0.011688987,0.51754975,0.85093683,0.08895004,0.17453292
1861,0.012505728,0.5070355,0.85666436,0.094258994,0.17453292
1882,0.0051997737,0.5004023,0.86085683,0.092174284,0.17453292
1901,-0.007476425,0.50020874,0.86170936,0.08480748,0.17453292
1922,-0.018563781,0.5023596,0.8609217,0.078128316,0.17453292
1941,-0.020958897,0.5012032,0.8614382,0.0792482,0.17453292
1962,-0.012803826,0.4916153,0.8661467,0.089108944,0.17453292
1981,-0.0076123327,0.48218396,0.8708808,0.094906904,0.17453292
2002,-0.0054706717,0.4641659,0.88016146,0.09917598,0.17453292
2021,-0.005747253,0.45353174,0.8856115,0.0998409,0.17453292
2041,-0.0012275554,0.43938577,0.8926639,0.100447826,0.17453292
2062,0.0056418367,0.43167612,0.89605004,0.103528865,0.17453292
2081,0.0015106522,0.43124005,0.89639735,0.102476776,0.17453292
2101,-0.0072353682,0.43756375,0.89372236,0.09872162,0.17453292
2121,-0.01169848,0.44648644,0.88881004,0.10261424,0.17453292
2142,-0.010598919,0.45105448,0.88529974,0.112613946,0.17453292
2161,0.008028925,0.43971604,0.8888464,0.12859811,0.17453292
2181,0.03674695,0.41435304,0.8978783,0.14413822,0.17453292
2201,0.067938186,0.38680443,0.9070476,0.15176073,0.17453292
2222,0.09541227,0.37459406,0.9082669,0.16008438,0.17453292
2241,0.12154491,0.38155204,0.9010086,0.16681823,0.17453292
2261,0.16310728,0.3957957,0.887609,0.1699767,0.17453292
2282,0.21876882,0.40529978,0.8708797,0.17158322,0.17453292
2301,0.27245316,0.4054796,0.85594237,0.16946448,0.17453292
2321,0.33055687,0.39284372,0.8434622,0.15804242,0.17453292
2341,0.38871378,0.37203735,0.82955456,0.14942917,0.17453292
2362,0.42675164,0.34973422,0.82148427,0.1439881,0.17453292
2381,0.44670653,0.32397813,0.82172334,0.14234523,0.17453292
2401,0.4639748,0.29472113,0.8232437,0.14190389,0.17453292
2422,0.49110436,0.2653006,0.8175708,0.14145692,0.17453292
2441,0.52643734,0.24061802,0.8031643,0.14104514,0.17453292
2461,0.5547094,0.2239746,0.7893863,0.1378484,0.17453292
2481,0.5678695,0.21247034,0.78487104,0.1278986,0.17453292
2502,0.5707362,0.20292594,0.7880705,0.10966371,0.17453292
2521,0.57118404,0.19138819,0.79322577,0.08895084,0.17453292
2541,0.57903177,0.17522325,0.79305154,0.07133177,0.17453292
2561,0.6164033,0.14763428,0.77077705,0.06445023,0.17453292
2582,0.654137,0.13186456,0.7427892,0.05459572,0.17453292
2601,0.67712843,0.13439356,0.7226888,0.03400588,0.17453292
2621,0.67823315,0.14081867,0.72114533,0.010925491,0.17453292
2642,-0.67083275,-0.13489632,-0.7291364,0.012102657,0.17453292
2661,-0.6625347,-0.12156835,-0.73842186,0.03165499,0.17453292
2681,-0.65543836,-0.08982847,-0.74963,0.019653969,0.17453292
2701,0.6545294,0.048181277,0.75448,0.0054548364,0.17453292
2721,0.6646973,0.029022595,0.7462872,0.019763058,0.17453292
2742,0.6823355,0.0416766,0.72962916,0.017960457,0.17453292
2761,0.6990162,0.064408176,0.7121153,0.01094417,0.17453292
2781,0.71323085,0.07501156,0.6968361,0.00971721,0.17453292
2801,0.7186446,0.070132725,0.6916701,0.014958446,0.17453292
2822,0.7132123,0.051701073,0.69866645,0.022811366,0.17453292
2841,0.70847917,0.038264632,0.7042728,0.0243496,0.17453292
2861,0.69432884,0.020072829,0.7188112,0.028548872,0.17453292
2882,0.67655426,0.0063893823,0.73568135,0.03172494,0.17453292
2901,0.6530443,-0.010119308,0.7567232,0.028296856,0.17453292
2921,0.5930666,-0.041816615,0.8037378,0.022998733,0.17453292
2942,0.5455797,-0.06568328,0.8350641,0.026391502,0.17453292
2961,0.5066095,-0.084392324,0.8575782,0.02800512,0.17453292
2981,0.47605708,-0.092531584,0.8742084,0.023817865,0.17453292
3001,0.4535001,-0.09285923,0.8862639,0.01584509,0.17453292
3021,0.43678308,-0.091486864,0.89487374,0.0071871476,0.17453292
3042,0.42014337,-0.09345173,0.902633,1.4046878E-4,0.17453292
3061,-0.3939495,0.10633096,-0.91295975,0.0014300297,0.17453292
3081,0.3547092,-0.12503488,0.926568,0.004415144,0.17453292
3101,0.3177904,-0.13976136,0.9376271,0.01820802,0.17453292
3121,0.28842616,-0.1467108,0.9457401,0.029359732,0.17453292
3142,0.26711753,-0.14577708,0.9519884,0.033397507,0.17453292
3161,0.2527435,-0.14441553,0.95611054,0.03342985,0.17453292
3181,0.24017197,-0.14530739,0.9591891,0.034051046,0.17453292
3201,0.23148732,-0.1468562,0.96102035,0.03587225,0.17453292
3222,0.22455043,-0.14650391,0.9626146,0.038560364,0.17453292
3241,0.22057816,-0.1404805,0.9644106,0.03902112,0.17453292
3261,0.21946028,-0.12855715,0.96627355,0.040319037,0.17453292
3281,0.2204251,-0.11358163,0.967679,0.045927454,0.17453292
3302,0.21939923,-0.096356474,0.96937853,0.05370883,0.17453292
3321,0.2128568,-0.08238269,0.97151095,0.06380894,0.17453292
3341,0.20175174,-0.06754792,0.97362494,0.08238925,0.17453292
3361,0.2023116,-0.056705177,0.972684,0.098693036,0.17453292
3382,0.20228305,-0.05409818,0.9720499,0.106178865,0.17453292
3401,0.19627236,-0.04968117,0.9730764,0.11014198,0.17453292
3421,0.19001627,-0.039967105,0.97435963,0.113665216,0.17453292
3441,0.18757682,-0.033703756,0.97480375,0.11591676,0.17453292
3462,0.1931513,-0.03221681,0.9735689,0.11755071,0.17453292
3481,0.1986271,-0.030004969,0.9730207,0.11348029,0.17453292
3501,0.19603251,-0.024263784,0.97465205,0.105051845,0.17453292
3521,0.18229826,-0.01947836,0.9787669,0.09166912,0.17453292
3542,0.16062115,-0.020527385,0.9845212,0.067063406,0.17453292
3561,0.1358768,-0.02859535,0.98921883,0.04653992,0.17453292
3581,0.121565625,-0.03527843,0.99070776,0.049752645,0.17453292
3601,0.119111344,-0.03260617,0.9912028,0.04760699,0.17453292
3622,0.11695474,-0.02700123,0.9918189,0.043448914,0.17453292
3642,0.10791408,-0.027840883,0.993002,0.039069295,0.17453292
3661,0.09955669,-0.028137168,0.993947,0.03696058,0.17453292
3681,0.08888443,-0.028555037,0.9950729,0.033378102,0.17453292
3702,0.086535394,-0.029633936,0.99532986,0.03085261,0.17453292
3721,0.08947272,-0.029281639,0.9952111,0.026305452,0.17453292
3741,0.09207757,-0.026808962,0.9951395,0.022369018,0.17453292
3761,0.090846755,-0.02317522,0.9953982,0.01980152,0.17453292
3781,0.08677912,-0.02040393,0.99576867,0.022311365,0.17453292
3802,0.08012972,-0.020045314,0.9962219,0.02682083,0.17453292
3821,0.07521388,-0.019166654,0.9965064,0.030829985,0.17453292
