Milliseconds,X,Y,Z,cos,headingAccuracy
2,0.2433518,-0.44252318,-0.79590976,0.33388737,0.17453292
21,0.24228159,-0.44120395,-0.79638845,0.3352673,0.17453292
41,0.24191085,-0.44130003,-0.7962308,0.3357826,0.17453292
61,0.24165599,-0.44293156,-0.7956314,0.33523825,0.17453292
81,0.24178949,-0.44455647,-0.79489875,0.33472872,0.17453292
102,0.24198149,-0.4452333,-0.7945526,0.3345121,0.17453292
121,0.24203241,-0.44469708,-0.7947296,0.33476812,0.17453292
141,0.24168432,-0.44366595,-0.7951887,0.33529705,0.17453292
162,0.24126434,-0.44296035,-0.7955557,0.33566165,0.17453292
181,0.2412899,-0.4431523,-0.7953748,0.33581865,0.17453292
201,0.24115051,-0.44402927,-0.79499507,0.33565944,0.17453292
222,0.24128789,-0.44408876,-0.79482156,0.33589286,0.17453292
241,0.2411794,-0.44367665,-0.7950623,0.3359456,0.17453292
261,0.24101838,-0.44282204,-0.7954143,0.33635515,0.17453292
282,0.24117614,-0.4426992,-0.79532266,0.33662054,0.17453292
301,0.24170426,-0.44315338,-0.794781,0.33692315,0.17453292
322,0.24204242,-0.44392422,-0.79425424,0.3369079,0.17453292
341,0.24210118,-0.4442622,-0.7940462,0.33691052,0.17453292
361,0.24202107,-0.44408643,-0.7940606,0.33716583,0.17453292
381,0.2420305,-0.4437441,-0.7942056,0.3372683,0.17453292
402,0.24248697,-0.44315985,-0.7941678,0.33779708,0.17453292
421,0.24272896,-0.4430789,-0.79415363,0.3377629,0.17453292
442,0.24255434,-0.4427789,-0.79430276,0.33793098,0.17453292
461,0.24228333,-0.44220707,-0.7945894,0.33820024,0.17453292
481,0.24200457,-0.4416168,-0.79484594,0.338568,0.17453292
501,0.2418133,-0.4412259,-0.7949623,0.33894095,0.17453292
522,0.24199077,-0.44076547,-0.79481816,0.33975047,0.17453292
541,0.24270873,-0.44008392,-0.7945924,0.3406487,0.17453292
561,0.24313235,-0.4396464,-0.7942342,0.3417451,0.17453292
582,0.24311644,-0.43980488,-0.7937982,0.34256452,0.17453292
601,0.24340692,-0.44001997,-0.7932476,0.3433566,0.17453292
621,0.24388,-0.44035295,-0.7925862,0.34412053,0.17453292
642,0.24461189,-0.44101524,-0.7916703,0.3448604,0.17453292
662,0.24535114,-0.4412184,-0.7908992,0.34584334,0.17453292
681,0.24567506,-0.44115597,-0.7905332,0.34652913,0.17453292
701,0.2457042,-0.4407695,-0.7904399,0.34721243,0.17453292
721,0.24556853,-0.43998083,-0.7905773,0.34799498,0.17453292
741,0.24548063,-0.43927187,-0.7905522,0.3490082,0.17453292
762,0.24577044,-0.43915546,-0.7900409,0.35010672,0.17453292
781,0.24637027,-0.43957722,-0.7893019,0.35082206,0.17453292
801,0.24681474,-0.43967465,-0.7888672,0.3513649,0.17453292
821,0.24698742,-0.4390199,-0.78877556,0.35226682,0.17453292
842,0.24683358,-0.4380118,-0.7889043,0.35333952,0.17453292
861,0.24647963,-0.4374031,-0.7890335,0.35405156,0.17453292
881,0.24637258,-0.43716696,-0.7889413,0.35462266,0.17453292
901,0.24682453,-0.43705603,-0.7886125,0.35517603,0.17453292
921,0.24749814,-0.4370356,-0.7882904,0.3554473,0.17453292
942,0.2489257,-0.4369282,-0.7878065,0.35565525,0.17453292
961,0.25022632,-0.43696398,-0.78735065,0.35570803,0.17453292
981,0.25213557,-0.4368162,-0.7871008,0.35509387,0.17453292
1001,0.25387987,-0.43679437,-0.78716666,0.35372913,0.17453292
1021,0.25470516,-0.43828595,-0.78725636,0.35108143,0.17453292
1041,0.25572214,-0.44136912,-0.78704315,0.34693304,0.17453292
1062,0.25719714,-0.4450744,-0.78673756,0.34176365,0.17453292
1081,0.25946057,-0.4478139,-0.7867018,0.33651626,0.17453292
1101,0.26221332,-0.4484122,-0.78716654,0.33247486,0.17453292
1121,0.26486844,-0.44873,-0.7868877,0.3305962,0.17453292
1142,0.26825765,-0.44960257,-0.7852935,0.3304685,0.17453292
1161,0.2712945,-0.45014125,-0.78459734,0.32890606,0.17453292
1181,0.27037588,-0.4493336,-0.7872095,0.32449555,0.17453292
1201,0.26133627,-0.44671652,-0.79481655,0.31688216,0.17453292
1222,0.2457868,-0.44171563,-0.80613214,0.30761525,0.17453292
1241,0.2255564,-0.4337628,-0.8198366,0.29806384,0.17453292
1261,0.2096507,-0.4238526,-0.8313551,0.2919663,0.17453292
1281,0.19617872,-0.41292033,-0.8407889,0.2899737,0.17453292
1302,0.17851457,-0.39863944,-0.85234153,0.28763357,0.17453292
1321,0.16144276,-0.381183,-0.8631665,0.28910092,0.17453292
1341,0.14934509,-0.36163992,-0.8726509,0.29222077,0.17453292
1361,0.1382795,-0.3418288,-0.8820119,0.29340562,0.17453292
