Milliseconds,Degrees
20700,0.0
20800,0.0
20900,0.0
21000,0.0
21101,0.0
21200,0.0
21300,0.0
21400,0.0
21501,0.0
21600,0.0
21700,0.0
21800,0.0
21901,0.0
22000,0.0
22100,0.0
22201,0.0
22300,0.0
22400,0.0
22500,0.0
22600,0.0
22701,0.0
22800,0.0
22901,0.0
23000,0.0
23100,0.0
23201,0.0
23300,0.0
23400,0.0
23500,0.0
23601,0.0
23700,0.0
23800,0.0
23900,0.0
24001,0.0
24100,0.0
24200,0.0
24300,0.0
24401,0.0
24500,0.0
24600,0.0
24700,0.0
24800,0.0
24901,0.0
25000,0.0
25100,0.0
25201,0.0
25300,0.0
25400,0.0
25501,0.0
25600,0.0
25700,0.0
25800,0.0
25901,0.0
26000,0.0
26100,0.0
26201,0.0
26300,0.0
26400,0.0
26501,0.0
26600,0.0
26700,0.0
26801,0.0
26900,0.0
27000,0.0
27101,0.0
27200,0.0
27300,0.0
27401,0.0
27500,0.0
27600,0.0
27701,0.0
27800,0.0
27900,0.0
28001,0.0
28100,0.0
28200,0.0
28300,0.0
28401,0.0
28500,0.0
28600,0.0
28700,0.0
28801,0.0
28900,0.0
29000,0.0
29100,0.0
29201,0.0
29300,0.0
29400,0.0
29501,0.0
29600,0.0
29700,0.0
29800,0.0
29901,0.0
30000,0.0
30100,0.0
30200,0.0
30301,0.0
30400,0.0
30500,0.0
30600,0.0
30700,0.0
30801,0.0
30900,0.0
31000,0.0
31101,0.0
31200,0.0
31300,0.0
31400,0.0
31501,0.0
31600,0.0
31700,0.0
31800,0.0
31901,0.0
32000,0.0
32100,0.0
32200,0.0
32300,0.0
32401,0.0
32500,0.0
32600,0.0
32700,0.0
32800,0.0
32900,0.0
33001,0.0
33100,0.0
33200,0.0
33301,0.0
33400,0.0
33500,0.0
33601,0.0
33700,0.0
33800,0.0
33900,0.0
34001,0.0
34100,0.0
34200,0.0
34300,0.0
34401,0.0
34500,0.0
34600,0.0
34701,0.0
34800,0.0
34900,0.0
35000,0.0
35101,0.0
35200,0.0
35300,0.0
35401,0.0
35500,0.0
35600,0.0
35700,0.0
35801,0.0
35900,0.0
36000,0.0
36101,0.0
36200,0.0
36300,0.0
36400,0.0
36500,0.0
36600,0.0
36700,0.0
36801,0.0
36900,0.0
37001,0.0
37100,0.0
37200,0.0
37300,0.0
37401,0.0
37500,0.0
37600,0.0
37701,0.0
37800,0.0
37900,0.0
38000,0.0
38101,0.0
38200,0.0
38300,0.0
38401,0.0
38500,0.0
38601,0.0
38700,0.0
38800,0.0
38900,0.0
39001,0.0
39100,0.0
39200,0.0
39301,0.0
39400,0.0
39500,0.0
39600,0.0
39701,0.0
39800,0.0
39900,0.0
40000,0.0
40101,0.0
40200,0.0
40300,0.0
40400,0.0
40501,0.0
40600,0.0
40700,0.0
40801,0.0
40900,0.0
41000,0.0
41100,0.0
41200,0.0
41301,0.0
41400,0.0
41500,0.0
41601,0.0
41700,0.0
41800,0.0
41900,0.0
42001,0.0
42100,0.0
42200,0.0
42301,0.0
42400,0.0
42500,0.0
42600,0.0
42701,0.0
42800,0.0
42900,0.0
43000,0.0
43101,0.0
43200,0.0
43301,0.0
43400,0.0
43501,0.0
43600,0.0
43700,0.0
43801,0.0
43900,0.0
44000,0.0
44101,0.0
44200,0.0
44300,0.0
44400,0.0
44501,0.0
44600,0.0
44700,0.0
44800,0.0
44901,0.0
45000,0.0
45100,0.0
45201,0.0
45300,0.0
45400,0.0
45501,0.0
45600,0.0
45701,0.0
45800,0.0
45900,0.0
46001,0.0
46100,0.0
46200,0.0
46301,0.0
46400,0.0
46500,0.0
46600,0.0
46701,0.0
46800,0.0
46900,0.0
47000,0.0
47101,0.0
47200,0.0
47300,0.0
47401,0.0
47500,0.0
47600,0.0
47700,0.0
47800,0.0
47901,0.0
48000,0.0
48100,0.0
48201,0.0
48300,0.0
48400,0.0
48500,0.0
48601,0.0
48700,0.0
48800,0.0
48900,0.0
49001,0.0
49100,0.0
49200,0.0
49301,0.0
49400,0.0
49500,0.0
49600,0.0
49700,0.0
49801,0.0
49900,0.0
50001,0.0
50100,0.0
50200,0.0
50300,0.0
50401,0.0
50500,0.0
50600,0.0
50700,0.0
50801,0.0
50900,0.0
51000,0.0
51100,0.0
51200,0.0
51301,0.0
51400,0.0
51500,0.0
51600,0.0
51700,0.0
51800,0.0
51901,0.0
52000,0.0
52100,0.0
52201,0.0
52300,0.0
52400,0.0
52500,0.0
52600,0.0
52700,0.0
52801,0.0
52900,0.0
53000,0.0
53101,0.0
53200,0.0
53300,0.0
53401,0.0
53500,0.0
53600,0.0
53700,0.0
53801,0.0
53900,0.0
54000,0.0
54100,0.0
54201,0.0
54300,0.0
54400,0.0
54500,0.0
54600,0.0
54700,0.0
54801,0.0
54900,0.0
55000,0.0
55100,0.0
55200,0.0
55301,0.0
55400,0.0
55500,0.0
55600,0.0
55701,0.0
55800,0.0
55900,0.0
56000,0.0
56100,0.0
56200,0.0
56300,0.0
56400,0.0
56500,0.0
56600,0.0
56701,0.0
56800,0.0
56900,0.0
57000,0.0
57101,0.0
57200,0.0
57300,0.0
57400,0.0
57501,0.0
57600,0.0
57700,0.0
57800,0.0
57901,0.0
58000,0.0
58100,0.0
58201,0.0
58300,0.0
58400,0.0
58500,0.0
58601,0.0
58700,0.0
58800,0.0
58900,0.0
59001,0.0
59100,0.0
59201,0.0
59300,0.0
59400,0.0
59501,0.0
59600,0.0
59700,0.0
59800,0.0
59900,0.0
60001,0.0
60100,0.0
60200,0.0
60300,0.0
60400,0.0
60501,0.0
60600,0.0
60700,0.0
60801,0.0
60900,0.0
61000,0.0
61100,0.0
61201,0.0
61300,0.0
61400,0.0
61501,0.0
61600,0.0
61700,0.0
61800,0.0
61901,0.0
62000,0.0
62100,0.0
62201,0.0
62300,0.0
62400,0.0
62500,0.0
62601,0.0
62700,0.0
62800,0.0
62901,0.0
63000,0.0
63100,0.0
63201,0.0
63300,0.0
63400,0.0
63501,0.0
63600,0.0
63700,0.0
63800,0.0
63901,0.0
64000,0.0
64100,0.0
64200,0.0
64300,0.0
64400,0.0
64500,0.0
64601,0.0
64700,0.0
64800,0.0
64901,0.0
65000,0.0
65100,0.0
65201,0.0
65301,0.0
65400,0.0
65500,0.0
65600,0.0
65701,0.0
65800,0.0
65900,0.0
66001,0.0
66100,0.0
66200,0.0
66300,0.0
66401,0.0
66500,0.0
66600,0.0
66700,0.0
66801,0.0
66900,0.0
67000,0.0
67100,0.0
67200,0.0
67301,0.0
67400,0.0
67500,0.0
67601,0.0
67700,0.0
67800,0.0
67900,0.0
68000,0.0
68101,0.0
68200,0.0
68300,0.0
68401,0.0
68500,0.0
68600,0.0
68701,0.0
68800,0.0
68900,0.0
69000,0.0
69100,0.0
69201,0.0
69300,0.0
69400,0.0
69500,0.0
69601,0.0
69700,0.0
69800,0.0
69900,0.0
70001,0.0
70100,0.0
70200,0.0
70300,0.0
70401,0.0
70500,0.0
70600,0.0
70700,0.0
70800,0.0
70901,0.0
71000,0.0
71100,0.0
71200,0.0
71301,0.0
71400,0.0
71500,0.0
71600,0.0
71701,0.0
71800,0.0
71900,0.0
72000,0.0
72101,0.0
72200,0.0
72300,0.0
72401,0.0
72500,0.0
72600,0.0
72701,0.0
72800,0.0
72900,0.0
73000,0.0
73101,0.0
73200,0.0
73300,0.0
73401,0.0
73500,0.0
73600,0.0
73701,0.0
73800,0.0
73900,0.0
74000,0.0
74101,0.0
74200,0.0
74300,0.0
74401,0.0
74500,0.0
74600,0.0
74700,0.0
74801,0.0
74900,0.0
75000,0.0
75101,0.0
75200,0.0
75300,0.0
75400,0.0
75501,0.0
75600,0.0
75700,0.0
75800,0.0
75900,0.0
76000,0.0
76101,0.0
76200,0.0
76300,0.0
76400,0.0
76501,0.0
76600,0.0
76700,0.0
76801,0.0
76900,0.0
77000,0.0
77101,0.0
77200,0.0
77300,0.0
77400,0.0
77501,0.0
77600,0.0
77700,0.0
77800,0.0
77900,0.0
78001,0.0
78100,0.0
78200,0.0
78300,0.0
78400,0.0
78501,0.0
78600,0.0
78700,0.0
78801,0.0
78900,0.0
79000,0.0
79100,0.0
79200,0.0
79301,0.0
79400,0.0
79501,0.0
79600,0.0
79700,0.0
79801,0.0
79900,0.0
80001,0.0
80100,0.0
80201,0.0
80300,0.0
80400,0.0
80501,0.0
80600,0.0
80701,0.0
80800,0.0
80901,0.0
81000,0.0
81100,0.0
81201,0.0
81300,0.0
81400,0.0
81501,0.0
81600,0.0
81700,0.0
81800,0.0
81901,0.0
82000,0.0
82100,0.0
82201,0.0
82300,0.0
82400,0.0
82501,0.0
82600,0.0
82700,0.0
82800,0.0
82901,0.0
83000,0.0
83101,0.0
83200,0.0
83300,0.0
83401,0.0
83500,0.0
83600,0.0
83701,0.0
83800,0.0
83900,0.0
84001,0.0
84100,0.0
84200,0.0
84301,0.0
84400,0.0
84500,0.0
84601,0.0
84700,0.0
84800,0.0
84900,0.0
85001,0.0
85100,0.0
85200,0.0
85300,0.0
85401,0.0
85500,0.0
85600,0.0
85700,0.0
85800,0.0
85900,0.0
86001,0.0
86100,0.0
86200,0.0
86301,0.0
86400,0.0
86500,0.0
86600,0.0
86701,0.0
86800,0.0
86900,0.0
87001,0.0
87100,0.0
87200,0.0
87301,0.0
87400,0.0
87500,0.0
87601,0.0
87700,0.0
87800,0.0
87900,0.0
88001,0.0
88100,0.0
88200,0.0
88301,0.0
88400,0.0
88500,0.0
88601,0.0
88700,0.0
88800,0.0
88901,0.0
89000,0.0
89100,0.0
89200,0.0
89301,0.0
89400,0.0
89500,0.0
89600,0.0
89701,0.0
89800,0.0
89900,0.0
90000,0.0
90100,0.0
90201,0.0
90300,0.0
90400,0.0
90500,0.0
90600,0.0
90701,0.0
90800,0.0
90900,0.0
91001,0.0
91100,0.0
91200,0.0
91300,0.0
91401,0.0
91500,0.0
91600,0.0
91700,0.0
91800,0.0
91901,0.0
92000,0.0
92101,0.0
92200,0.0
92300,0.0
92401,0.0
92500,0.0
92600,0.0
92700,0.0
92801,0.0
92900,0.0
93000,0.0
93101,0.0
93200,0.0
93300,0.0
93400,0.0
93501,0.0
93600,0.0
93701,0.0
93800,0.0
93900,0.0
94001,0.0
94100,0.0
94200,0.0
94300,0.0
94401,0.0
94500,0.0
94600,0.0
94700,0.0
94801,0.0
94900,0.0
95000,0.0
95100,0.0
95201,0.0
95300,0.0
95400,0.0
95501,0.0
95600,0.0
95700,0.0
95801,0.0
95900,0.0
96000,0.0
96101,0.0
96200,0.0
96301,0.0
96400,0.0
96500,0.0
96601,0.0
96700,0.0
96800,0.0
96900,0.0
97000,0.0
97101,0.0
97200,0.0
97300,0.0
97400,0.0
97501,0.0
97600,0.0
97700,0.0
97800,0.0
97901,0.0
98000,0.0
98100,0.0
98200,0.0
98301,0.0
98400,0.0
98500,0.0
98600,0.0
98701,0.0
98800,0.0
98900,0.0
99000,0.0
99101,0.0
99200,0.0
99300,0.0
99401,0.0
99500,0.0
99600,0.0
99701,0.0
99800,0.0
99900,0.0
100001,0.0
100100,0.0
100200,0.0
100301,0.0
100400,0.0
100500,0.0
100601,0.0
100700,0.0
100800,0.0
100901,0.0
101000,0.0
101100,0.0
101201,0.0
101300,0.0
101400,0.0
101500,0.0
101601,0.0
101700,0.0
101800,0.0
101901,0.0
102000,0.0
102100,0.0
102200,0.0
102300,0.0
102401,0.0
102500,0.0
102600,0.0
102701,0.0
102800,0.0
102900,0.0
103001,0.0
103100,0.0
103200,0.0
103301,0.0
103400,0.0
103500,0.0
103601,0.0
103700,0.0
103800,0.0
103900,0.0
104001,0.0
104100,0.0
104200,0.0
104300,0.0
104401,0.0
104500,0.0
104601,0.0
104700,0.0
104800,0.0
104900,0.0
105001,0.0
105101,0.0
105200,0.0
105300,0.0
105400,0.0
105501,0.0
105600,0.0
105700,0.0
105801,0.0
105900,0.0
106000,0.0
106100,0.0
106200,0.0
106300,0.0
106400,0.0
106500,0.0
106601,0.0
106700,0.0
106800,0.0
106900,0.0
107000,0.0
107101,0.0
107200,0.0
107300,0.0
107400,0.0
107501,0.0
107600,0.0
107700,0.0
107801,0.0
107900,0.0
108000,0.0
108100,0.0
108200,0.0
108301,0.0
108400,0.0
108500,0.0
108601,0.0
108700,0.0
108800,0.0
108900,0.0
109001,0.0
109100,0.0
109201,0.0
109300,0.0
109401,0.0
109500,0.0
109600,0.0
109701,0.0
109800,0.0
109900,0.0
110001,0.0
110100,0.0
110200,0.0
110300,0.0
110400,0.0
110500,0.0
110601,0.0
110700,0.0
110800,0.0
110900,0.0
111001,0.0
111100,0.0
111200,0.0
111300,0.0
111401,0.0
111500,0.0
111600,0.0
111700,0.0
111800,0.0
111901,0.0
112000,0.0
112100,0.0
112200,0.0
112301,0.0
112400,0.0
112500,0.0
112601,0.0
112700,0.0
112800,0.0
112901,0.0
113000,0.0
113100,0.0
113201,0.0
113300,0.0
113400,0.0
113501,0.0
113600,0.0
113700,0.0
113801,0.0
113900,0.0
114000,0.0
114100,0.0
114200,0.0
114300,0.0
114400,0.0
114501,0.0
114600,0.0
114700,0.0
114800,0.0
114900,0.0
115000,0.0
115100,0.0
115201,0.0
115300,0.0
115400,0.0
115501,0.0
115600,0.0
115700,0.0
115800,0.0
115901,0.0
116000,0.0
116100,0.0
116200,0.0
116301,0.0
116400,0.0
116500,0.0
116600,0.0
116701,0.0
116800,0.0
116900,0.0
117000,0.0
117101,0.0
117200,0.0
117300,0.0
117401,0.0
117500,0.0
117601,0.0
117700,0.0
117800,0.0
117901,0.0
118000,0.0
118100,0.0
118201,0.0
118300,0.0
118400,0.0
118501,0.0
118600,0.0
118700,0.0
118801,0.0
118900,0.0
119001,0.0
119100,0.0
119201,0.0
119300,0.0
119400,0.0
119501,0.0
119600,0.0
119700,0.0
119801,0.0
119900,0.0
120001,0.0
120100,0.0
120200,0.0
120301,0.0
120400,0.0
120500,0.0
120601,0.0
120700,0.0
120801,0.0
120900,0.0
121000,0.0
121100,0.0
121200,0.0
121301,0.0
121400,0.0
121500,0.0
121600,0.0
121701,0.0
121800,0.0
121900,0.0
122000,0.0
122101,0.0
122200,0.0
122300,0.0
122400,0.0
122500,0.0
122600,0.0
122700,0.0
122800,0.0
122901,0.0
123000,0.0
123100,0.0
123201,0.0
123300,0.0
123400,0.0
123500,0.0
123601,0.0
123700,0.0
123801,0.0
123900,0.0
124001,0.0
124100,0.0
124200,0.0
124301,0.0
124400,0.0
124500,0.0
124600,0.0
124701,0.0
124800,0.0
124900,0.0
125001,0.0
125100,0.0
125200,0.0
125300,0.0
125401,0.0
125500,0.0
125600,0.0
125701,0.0
125800,0.0
125900,0.0
126000,0.0
126101,0.0
126200,0.0
126300,0.0
126401,0.0
126500,0.0
126600,0.0
126700,0.0
126801,0.0
126900,0.0
127000,0.0
127100,0.0
127201,0.0
127300,0.0
127400,0.0
127500,0.0
127600,0.0
127701,0.0
127800,0.0
127900,0.0
128001,0.0
128100,0.0
128200,0.0
128301,0.0
128400,0.0
128500,0.0
128600,0.0
128701,0.0
128800,0.0
128900,0.0
129001,0.0
129100,0.0
129200,0.0
129300,0.0
129400,0.0
129501,0.0
129600,0.0
129700,0.0
129801,0.0
129900,0.0
130000,0.0
130100,0.0
130201,0.0
130300,0.0
130400,0.0
130500,0.0
130600,0.0
130701,0.0
130800,0.0
130900,0.0
131001,0.0
131100,0.0
131200,0.0
131300,0.0
131401,0.0
131500,0.0
131600,0.0
131700,0.0
131801,0.0
131900,0.0
132000,0.0
132100,0.0
132200,0.0
132301,0.0
132400,0.0
132500,0.0
132600,0.0
132701,0.0
132800,0.0
132900,0.0
133000,0.0
133101,0.0
133200,0.0
133300,0.0
133400,0.0
133501,0.0
133600,0.0
133700,0.0
133801,0.0
133900,0.0
134000,0.0
134101,0.0
134200,0.0
134300,0.0
134401,0.0
134500,0.0
134600,0.0
134701,0.0
134800,0.0
134900,0.0
135001,0.0
135100,0.0
135200,0.0
135300,0.0
135400,0.0
135501,0.0
135600,0.0
135701,0.0
135800,0.0
135900,0.0
136001,0.0
136100,0.0
136200,0.0
136300,0.0
136401,0.0
136500,0.0
136600,0.0
136700,0.0
136801,0.0
136900,0.0
137001,0.0
137100,0.0
137200,0.0
137300,0.0
137400,0.0
137501,0.0
137600,0.0
137700,0.0
137800,0.0
137901,0.0
138000,0.0
138100,0.0
138201,0.0
138300,0.0
138400,0.0
138501,0.0
138600,0.0
138700,0.0
138800,0.0
138901,0.0
139000,0.0
139100,0.0
139201,0.0
139300,0.0
139400,0.0
139500,0.0
139601,0.0
139700,0.0
139800,0.0
139901,0.0
140000,0.0
140100,0.0
140201,0.0
140300,0.0
140400,0.0
140501,0.0
140600,0.0
140700,0.0
140800,0.0
140901,0.0
141000,0.0
141100,0.0
141200,0.0
141301,0.0
141400,0.0
141500,0.0
141601,0.0
141700,0.0
141800,0.0
141901,0.0
142000,0.0
142100,0.0
142200,0.0
142300,0.0
142401,0.0
142500,0.0
142600,0.0
142700,0.0
142800,0.0
142901,0.0
143000,0.0
143100,0.0
143200,0.0
143301,0.0
143400,0.0
143500,0.0
143600,0.0
143701,0.0
143800,0.0
143900,0.0
144000,0.0
144100,0.0
144201,0.0
144300,0.0
144400,0.0
144500,0.0
144600,0.0
144700,0.0
144801,0.0
144900,0.0
145000,0.0
145100,0.0
145200,0.0
145301,0.0
145400,0.0
145500,0.0
145601,0.0
145700,0.0
145800,0.0
145901,0.0
146000,0.0
146100,0.0
146200,0.0
146300,0.0
146401,0.0
146500,0.0
146601,0.0
146700,0.0
146800,0.0
146900,0.0
147001,0.0
147100,0.0
147200,0.0
147300,0.0
147401,0.0
147500,0.0
147601,0.0
147700,0.0
147800,0.0
147901,0.0
148000,0.0
148100,0.0
148201,0.0
148300,0.0
148400,0.0
148500,0.0
148601,0.0
148700,0.0
148800,0.0
148901,0.0
149000,0.0
149100,0.0
149200,0.0
149301,0.0
149400,0.0
149500,0.0
149600,0.0
149701,0.0
149800,0.0
149900,0.0
150000,0.0
150100,0.0
150200,0.0
150300,0.0
150401,0.0
150500,0.0
150600,0.0
150701,0.0
150800,0.0
150900,0.0
151000,0.0
151101,0.0
151200,0.0
151300,0.0
151401,0.0
151500,0.0
151600,0.0
151700,0.0
151801,0.0
151900,0.0
152000,0.0
152100,0.0
152201,0.0
