Milliseconds,Latitude,Longitude,Altitude
2,19.131130800699506,72.91541274694433,-9.924129486083984
21,19.131130800699506,72.91541274694433,-9.924129486083984
43,19.131130800699506,72.91541274694433,-9.924129486083984
61,19.131130800699506,72.91541274694433,-9.924129486083984
81,19.131130800699506,72.91541274694433,-9.924129486083984
101,19.131130800699506,72.91541274694433,-9.924129486083984
124,19.131130800699506,72.91541274694433,-9.924129486083984
141,19.131130800699506,72.91541274694433,-9.924129486083984
161,19.131130800699506,72.91541274694433,-9.924129486083984
182,19.131130800699506,72.91541274694433,-9.924129486083984
201,19.131130800699506,72.91541274694433,-9.924129486083984
221,19.131130800699506,72.91541274694433,-9.924129486083984
241,19.131130800699506,72.91541274694433,-9.924129486083984
261,19.131130800699506,72.91541274694433,-9.924129486083984
282,19.131130800699506,72.91541274694433,-9.924129486083984
301,19.131130800699506,72.91541274694433,-9.924129486083984
321,19.131130800699506,72.91541274694433,-9.924129486083984
341,19.131130800699506,72.91541274694433,-9.924129486083984
361,19.131130800699506,72.91541274694433,-9.924129486083984
382,19.131130800699506,72.91541274694433,-9.924129486083984
401,19.131130800699506,72.91541274694433,-9.924129486083984
421,19.131130800699506,72.91541274694433,-9.924129486083984
441,19.131130800699506,72.91541274694433,-9.924129486083984
462,19.131130800699506,72.91541274694433,-9.924129486083984
481,19.131130800699506,72.91541274694433,-9.924129486083984
501,19.131130800699506,72.91541274694433,-9.924129486083984
521,19.131130800699506,72.91541274694433,-9.924129486083984
542,19.131130800699506,72.91541274694433,-9.924129486083984
561,19.131130800699506,72.91541274694433,-9.924129486083984
581,19.131130800699506,72.91541274694433,-9.924129486083984
602,19.131130800699506,72.91541274694433,-9.924129486083984
621,19.131130800699506,72.91541274694433,-9.924129486083984
641,19.131130800699506,72.91541274694433,-9.924129486083984
663,19.131130800699506,72.91541274694433,-9.924129486083984
682,19.131130800699506,72.91541274694433,-9.924129486083984
701,19.131130800699506,72.91541274694433,-9.924129486083984
721,19.131130800699506,72.91541274694433,-9.924129486083984
742,19.131130800699506,72.91541274694433,-9.924129486083984
762,19.131130800699506,72.91541274694433,-9.924129486083984
781,19.131130800699506,72.91541274694433,-9.924129486083984
802,19.131130800699506,72.91541274694433,-9.924129486083984
821,19.131130800699506,72.91541274694433,-9.924129486083984
841,19.131130800699506,72.91541274694433,-9.924129486083984
861,19.131130800699506,72.91541274694433,-9.924129486083984
882,19.131130800699506,72.91541274694433,-9.924129486083984
901,19.131130800699506,72.91541274694433,-9.924129486083984
921,19.131130800699506,72.91541274694433,-9.924129486083984
941,19.131130800699506,72.91541274694433,-9.924129486083984
962,19.131130800699506,72.91541274694433,-9.924129486083984
981,19.131130800699506,72.91541274694433,-9.924129486083984
1001,19.131130800699506,72.91541274694433,-9.924129486083984
1021,19.131130800699506,72.91541274694433,-9.924129486083984
1042,19.131130800699506,72.91541274694433,-9.924129486083984
1061,19.131130800699506,72.91541274694433,-9.924129486083984
1081,19.131130800699506,72.91541274694433,-9.924129486083984
1102,19.131130800699506,72.91541274694433,-9.924129486083984
1121,19.131130800699506,72.91541274694433,-9.924129486083984
1141,19.131130800699506,72.91541274694433,-9.924129486083984
1161,19.131130800699506,72.91541274694433,-9.924129486083984
1181,19.131130800699506,72.91541274694433,-9.924129486083984
1201,19.131130800699506,72.91541274694433,-9.924129486083984
1221,19.131130800699506,72.91541274694433,-9.924129486083984
1241,19.131130800699506,72.91541274694433,-9.924129486083984
1262,19.131130800699506,72.91541274694433,-9.924129486083984
1281,19.131130800699506,72.91541274694433,-9.924129486083984
1301,19.131130800699506,72.91541274694433,-9.924129486083984
1321,19.131130800699506,72.91541274694433,-9.924129486083984
1341,19.131130800699506,72.91541274694433,-9.924129486083984
1362,19.131130800699506,72.91541274694433,-9.924129486083984
1381,19.131130800699506,72.91541274694433,-9.924129486083984
1401,19.131130800699506,72.91541274694433,-9.924129486083984
1422,19.131130800699506,72.91541274694433,-9.924129486083984
1441,19.131130800699506,72.91541274694433,-9.924129486083984
1461,19.131130800699506,72.91541274694433,-9.924129486083984
1481,19.131130800699506,72.91541274694433,-9.924129486083984
1502,19.131130800699506,72.91541274694433,-9.924129486083984
1521,19.131130800699506,72.91541274694433,-9.924129486083984
1541,19.131130800699506,72.91541274694433,-9.924129486083984
1561,19.131130800699506,72.91541274694433,-9.924129486083984
1582,19.131130800699506,72.91541274694433,-9.924129486083984
1601,19.131130800699506,72.91541274694433,-9.924129486083984
1621,19.131130800699506,72.91541274694433,-9.924129486083984
1642,19.131130800699506,72.91541274694433,-9.924129486083984
1661,19.131130800699506,72.91541274694433,-9.924129486083984
1681,19.131130800699506,72.91541274694433,-9.924129486083984
1701,19.131130800699506,72.91541274694433,-9.924129486083984
1721,19.131130800699506,72.91541274694433,-9.924129486083984
1742,19.131130800699506,72.91541274694433,-9.924129486083984
1761,19.131130800699506,72.91541274694433,-9.924129486083984
1782,19.131130800699506,72.91541274694433,-9.924129486083984
1801,19.131130800699506,72.91541274694433,-9.924129486083984
1821,19.131130800699506,72.91541274694433,-9.924129486083984
1841,19.131130800699506,72.91541274694433,-9.924129486083984
1862,19.131130800699506,72.91541274694433,-9.924129486083984
1881,19.131130800699506,72.91541274694433,-9.924129486083984
1901,19.131130800699506,72.91541274694433,-9.924129486083984
1921,19.131130800699506,72.91541274694433,-9.924129486083984
1941,19.131130800699506,72.91541274694433,-9.924129486083984
1961,19.131130800699506,72.91541274694433,-9.924129486083984
1982,19.131130800699506,72.91541274694433,-9.924129486083984
2001,19.131130800699506,72.91541274694433,-9.924129486083984
2021,19.131130800699506,72.91541274694433,-9.924129486083984
2041,19.131130800699506,72.91541274694433,-9.924129486083984
2062,19.131130800699506,72.91541274694433,-9.924129486083984
2081,19.131130800699506,72.91541274694433,-9.924129486083984
2101,19.131130800699506,72.91541274694433,-9.924129486083984
2122,19.131130800699506,72.91541274694433,-9.924129486083984
2141,19.131130800699506,72.91541274694433,-9.924129486083984
2161,19.131130800699506,72.91541274694433,-9.924129486083984
2182,19.131130800699506,72.91541274694433,-9.924129486083984
2201,19.131130800699506,72.91541274694433,-9.924129486083984
2221,19.131130800699506,72.91541274694433,-9.924129486083984
2241,19.131130800699506,72.91541274694433,-9.924129486083984
2262,19.131130800699506,72.91541274694433,-9.924129486083984
2281,19.131130800699506,72.91541274694433,-9.924129486083984
2301,19.131130800699506,72.91541274694433,-9.924129486083984
2321,19.131130800699506,72.91541274694433,-9.924129486083984
2342,19.131130800699506,72.91541274694433,-9.924129486083984
2361,19.131130800699506,72.91541274694433,-9.924129486083984
2381,19.131130800699506,72.91541274694433,-9.924129486083984
2402,19.131130800699506,72.91541274694433,-9.924129486083984
2421,19.131130800699506,72.91541274694433,-9.924129486083984
2441,19.131130800699506,72.91541274694433,-9.924129486083984
2461,19.131130800699506,72.91541274694433,-9.924129486083984
2482,19.131130800699506,72.91541274694433,-9.924129486083984
2501,19.131130800699506,72.91541274694433,-9.924129486083984
2521,19.131130800699506,72.91541274694433,-9.924129486083984
2542,19.131130800699506,72.91541274694433,-9.924129486083984
2561,19.131130800699506,72.91541274694433,-9.924129486083984
2581,19.131130800699506,72.91541274694433,-9.924129486083984
2602,19.131130800699506,72.91541274694433,-9.924129486083984
2621,19.131130800699506,72.91541274694433,-9.924129486083984
2642,19.131130800699506,72.91541274694433,-9.924129486083984
2661,19.131130800699506,72.91541274694433,-9.924129486083984
2681,19.131130800699506,72.91541274694433,-9.924129486083984
2701,19.131130800699506,72.91541274694433,-9.924129486083984
2722,19.131130800699506,72.91541274694433,-9.924129486083984
2741,19.131130800699506,72.91541274694433,-9.924129486083984
2761,19.131130800699506,72.91541274694433,-9.924129486083984
2781,19.131130800699506,72.91541274694433,-9.924129486083984
2802,19.131130800699506,72.91541274694433,-9.924129486083984
2821,19.131130800699506,72.91541274694433,-9.924129486083984
2841,19.131130800699506,72.91541274694433,-9.924129486083984
2862,19.131130800699506,72.91541274694433,-9.924129486083984
2881,19.131130800699506,72.91541274694433,-9.924129486083984
2901,19.131130800699506,72.91541274694433,-9.924129486083984
2921,19.131130800699506,72.91541274694433,-9.924129486083984
2941,19.131130800699506,72.91541274694433,-9.924129486083984
2962,19.131130800699506,72.91541274694433,-9.924129486083984
2981,19.131130800699506,72.91541274694433,-9.924129486083984
3001,19.131130800699506,72.91541274694433,-9.924129486083984
3021,19.131130800699506,72.91541274694433,-9.924129486083984
3042,19.131130800699506,72.91541274694433,-9.924129486083984
3061,19.131130800699506,72.91541274694433,-9.924129486083984
3081,19.131130800699506,72.91541274694433,-9.924129486083984
3101,19.131130800699506,72.91541274694433,-9.924129486083984
3122,19.131130800699506,72.91541274694433,-9.924129486083984
3141,19.131130800699506,72.91541274694433,-9.924129486083984
3161,19.131130800699506,72.91541274694433,-9.924129486083984
3181,19.131130800699506,72.91541274694433,-9.924129486083984
3202,19.131130800699506,72.91541274694433,-9.924129486083984
3221,19.131130800699506,72.91541274694433,-9.924129486083984
3241,19.131130800699506,72.91541274694433,-9.924129486083984
3262,19.131130800699506,72.91541274694433,-9.924129486083984
3281,19.131130800699506,72.91541274694433,-9.924129486083984
3302,19.131130800699506,72.91541274694433,-9.924129486083984
3321,19.131130800699506,72.91541274694433,-9.924129486083984
3341,19.131130800699506,72.91541274694433,-9.924129486083984
3361,19.131130800699506,72.91541274694433,-9.924129486083984
3382,19.131130800699506,72.91541274694433,-9.924129486083984
3401,19.131130800699506,72.91541274694433,-9.924129486083984
3422,19.131130800699506,72.91541274694433,-9.924129486083984
3441,19.131130800699506,72.91541274694433,-9.924129486083984
3461,19.131130800699506,72.91541274694433,-9.924129486083984
3482,19.131130800699506,72.91541274694433,-9.924129486083984
3501,19.131130800699506,72.91541274694433,-9.924129486083984
3522,19.131130800699506,72.91541274694433,-9.924129486083984
3541,19.131130800699506,72.91541274694433,-9.924129486083984
3561,19.131130800699506,72.91541274694433,-9.924129486083984
3581,19.131130800699506,72.91541274694433,-9.924129486083984
3602,19.131130800699506,72.91541274694433,-9.924129486083984
3621,19.131130800699506,72.91541274694433,-9.924129486083984
3641,19.131130800699506,72.91541274694433,-9.924129486083984
3662,19.131130800699506,72.91541274694433,-9.924129486083984
3681,19.131130800699506,72.91541274694433,-9.924129486083984
3701,19.131130800699506,72.91541274694433,-9.924129486083984
3722,19.131130800699506,72.91541274694433,-9.924129486083984
3741,19.131130800699506,72.91541274694433,-9.924129486083984
3761,19.131130800699506,72.91541274694433,-9.924129486083984
3781,19.131130800699506,72.91541274694433,-9.924129486083984
3802,19.131130800699506,72.91541274694433,-9.924129486083984
3821,19.131130800699506,72.91541274694433,-9.924129486083984
3841,19.131130800699506,72.91541274694433,-9.924129486083984
3861,19.131130800699506,72.91541274694433,-9.924129486083984
3882,19.131130800699506,72.91541274694433,-9.924129486083984
3901,19.131130800699506,72.91541274694433,-9.924129486083984
3921,19.131130800699506,72.91541274694433,-9.924129486083984
3942,19.131130800699506,72.91541274694433,-9.924129486083984
3961,19.131130800699506,72.91541274694433,-9.924129486083984
3981,19.131130800699506,72.91541274694433,-9.924129486083984
4001,19.131130800699506,72.91541274694433,-9.924129486083984
4022,19.131130800699506,72.91541274694433,-9.924129486083984
4041,19.131130800699506,72.91541274694433,-9.924129486083984
4061,19.131130800699506,72.91541274694433,-9.924129486083984
4081,19.131130800699506,72.91541274694433,-9.924129486083984
4102,19.131130800699506,72.91541274694433,-9.924129486083984
4121,19.131130800699506,72.91541274694433,-9.924129486083984
4141,19.131130800699506,72.91541274694433,-9.924129486083984
4162,19.131130800699506,72.91541274694433,-9.924129486083984
4181,19.131130800699506,72.91541274694433,-9.924129486083984
4201,19.131130800699506,72.91541274694433,-9.924129486083984
4221,19.131130800699506,72.91541274694433,-9.924129486083984
4241,19.131130800699506,72.91541274694433,-9.924129486083984
4261,19.131130800699506,72.91541274694433,-9.924129486083984
4282,19.131130800699506,72.91541274694433,-9.924129486083984
4301,19.131130800699506,72.91541274694433,-9.924129486083984
4321,19.131130800699506,72.91541274694433,-9.924129486083984
4342,19.131130800699506,72.91541274694433,-9.924129486083984
4361,19.131130800699506,72.91541274694433,-9.924129486083984
4381,19.131130800699506,72.91541274694433,-9.924129486083984
4401,19.131130800699506,72.91541274694433,-9.924129486083984
4422,19.131130800699506,72.91541274694433,-9.924129486083984
4441,19.131130800699506,72.91541274694433,-9.924129486083984
4461,19.131130800699506,72.91541274694433,-9.924129486083984
4482,19.131130800699506,72.91541274694433,-9.924129486083984
4501,19.131130800699506,72.91541274694433,-9.924129486083984
4521,19.131130800699506,72.91541274694433,-9.924129486083984
4541,19.131130800699506,72.91541274694433,-9.924129486083984
4561,19.131130800699506,72.91541274694433,-9.924129486083984
4581,19.131130800699506,72.91541274694433,-9.924129486083984
4601,19.131130800699506,72.91541274694433,-9.924129486083984
4621,19.131130800699506,72.91541274694433,-9.924129486083984
4642,19.131130800699506,72.91541274694433,-9.924129486083984
4661,19.131130800699506,72.91541274694433,-9.924129486083984
4681,19.131130800699506,72.91541274694433,-9.924129486083984
4702,19.131130800699506,72.91541274694433,-9.924129486083984
4721,19.131130800699506,72.91541274694433,-9.924129486083984
4741,19.131130800699506,72.91541274694433,-9.924129486083984
4761,19.131130800699506,72.91541274694433,-9.924129486083984
4782,19.131130800699506,72.91541274694433,-9.924129486083984
4801,19.131130800699506,72.91541274694433,-9.924129486083984
4821,19.131130800699506,72.91541274694433,-9.924129486083984
4841,19.131130800699506,72.91541274694433,-9.924129486083984
4861,19.131130800699506,72.91541274694433,-9.924129486083984
4882,19.131130800699506,72.91541274694433,-9.924129486083984
4901,19.131130800699506,72.91541274694433,-9.924129486083984
4921,19.131130800699506,72.91541274694433,-9.924129486083984
4942,19.131130800699506,72.91541274694433,-9.924129486083984
4961,19.131130800699506,72.91541274694433,-9.924129486083984
4981,19.131130800699506,72.91541274694433,-9.924129486083984
5001,19.131130800699506,72.91541274694433,-9.924129486083984
5022,19.131130800699506,72.91541274694433,-9.924129486083984
5041,19.131130800699506,72.91541274694433,-9.924129486083984
5061,19.131130800699506,72.91541274694433,-9.924129486083984
5081,19.131130800699506,72.91541274694433,-9.924129486083984
5102,19.131130800699506,72.91541274694433,-9.924129486083984
5121,19.131130800699506,72.91541274694433,-9.924129486083984
5142,19.131130800699506,72.91541274694433,-9.924129486083984
5161,19.131130800699506,72.91541274694433,-9.924129486083984
