Milliseconds,X,Y,Z,cos,headingAccuracy
1,0.12509847,0.22210525,0.8695114,0.42304793,0.17453292
21,0.1247174,0.21994194,0.8699073,0.42347646,0.17453292
40,0.12431474,0.21962647,0.8700571,0.42345095,0.17453292
60,0.12410343,0.21928698,0.8700392,0.4237255,0.17453292
81,0.12441426,0.21933807,0.8699109,0.42387137,0.17453292
100,0.12516879,0.21940038,0.86956173,0.42433318,0.17453292
120,0.12563956,0.21914835,0.8693347,0.42478928,0.17453292
140,0.12512045,0.21918687,0.86952597,0.42453104,0.17453292
160,0.12460344,0.21932016,0.8697211,0.42421433,0.17453292
181,0.12468757,0.21885449,0.8696944,0.42448482,0.17453292
200,0.12457047,0.21863432,0.8696752,0.42467198,0.17453292
220,0.12462209,0.21852691,0.869629,0.42480662,0.17453292
240,0.12514505,0.21850169,0.8692992,0.42534062,0.17453292
261,0.12544692,0.21870963,0.86892265,0.4259138,0.17453292
280,0.12480714,0.21902572,0.8689048,0.42597568,0.17453292
300,0.12477034,0.21945982,0.8687441,0.42609093,0.17453292
321,0.12536025,0.21944411,0.86837935,0.42666897,0.17453292
340,0.12567705,0.21939063,0.8681168,0.42713726,0.17453292
360,0.12598352,0.21963385,0.86773235,0.42770278,0.17453292
381,0.12638217,0.21920486,0.86742646,0.42842513,0.17453292
400,0.12575008,0.21838064,0.8674495,0.42898503,0.17453292
420,0.1248974,0.21787821,0.86770684,0.42896926,0.17453292
440,0.12500198,0.21849427,0.8675609,0.42892057,0.17453292
461,0.12546523,0.21939082,0.8671902,0.4290773,0.17453292
480,0.12566811,0.21934272,0.8670143,0.4293979,0.17453292
500,0.1257084,0.2184267,0.86704886,0.42978308,0.17453292
521,0.1256995,0.21806745,0.86711043,0.4298438,0.17453292
540,0.12607887,0.21854629,0.86681265,0.43009,0.17453292
560,0.12607157,0.21861386,0.8667513,0.43018147,0.17453292
581,0.12562802,0.21831673,0.86689174,0.4301791,0.17453292
600,0.1255838,0.21859877,0.86670303,0.43042907,0.17453292
620,0.12609188,0.2191596,0.8663204,0.43076548,0.17453292
641,0.12641667,0.21931635,0.86609024,0.43105316,0.17453292
660,0.12599948,0.21918926,0.8662039,0.4310116,0.17453292
680,0.12533605,0.21913767,0.8664073,0.43082252,0.17453292
700,0.12494385,0.2192336,0.8664413,0.43081912,0.17453292
720,0.124966845,0.21937223,0.8663423,0.430941,0.17453292
741,0.1253738,0.21950087,0.8661481,0.43114752,0.17453292
760,0.12541753,0.21967405,0.8658283,0.43168876,0.17453292
780,0.12454829,0.22035521,0.865727,0.43179628,0.17453292
801,0.12395352,0.22115591,0.86562836,0.4317558,0.17453292
820,0.12422819,0.22116381,0.86556596,0.43179795,0.17453292
841,0.12429357,0.22111692,0.8655241,0.43188703,0.17453292
861,0.12411408,0.22157466,0.8654481,0.4318564,0.17453292
880,0.12417072,0.22161546,0.8653434,0.43202898,0.17453292
901,0.12354865,0.22129449,0.865418,0.4322223,0.17453292
920,0.122884355,0.22169252,0.86543775,0.43216822,0.17453292
941,0.12205407,0.22268462,0.8654426,0.4318837,0.17453292
960,0.12142129,0.22350648,0.8652385,0.43204635,0.17453292
980,0.121304885,0.22634141,0.8639967,0.43308708,0.17453292
1001,0.12271277,0.22898006,0.862301,0.43468,0.17453292
