Milliseconds,Latitude,Longitude,Altitude
2,19.131020042210405,72.915463254013,-5.386842727661133
22,19.131020042210405,72.915463254013,-5.386842727661133
40,19.131020042210405,72.915463254013,-5.386842727661133
61,19.131020042210405,72.915463254013,-5.386842727661133
80,19.131020042210405,72.915463254013,-5.386842727661133
101,19.131020042210405,72.915463254013,-5.386842727661133
121,19.131020042210405,72.915463254013,-5.386842727661133
140,19.131020042210405,72.915463254013,-5.386842727661133
160,19.131020042210405,72.915463254013,-5.386842727661133
181,19.131020042210405,72.915463254013,-5.386842727661133
200,19.131020042210405,72.915463254013,-5.386842727661133
220,19.131020042210405,72.915463254013,-5.386842727661133
240,19.131020042210405,72.915463254013,-5.386842727661133
261,19.131020042210405,72.915463254013,-5.386842727661133
280,19.131020042210405,72.915463254013,-5.386842727661133
300,19.131020042210405,72.915463254013,-5.386842727661133
320,19.131020042210405,72.915463254013,-5.386842727661133
340,19.131020042210405,72.915463254013,-5.386842727661133
361,19.131020042210405,72.915463254013,-5.386842727661133
380,19.131020042210405,72.915463254013,-5.386842727661133
400,19.131020042210405,72.915463254013,-5.386842727661133
420,19.131020042210405,72.915463254013,-5.386842727661133
440,19.131020042210405,72.915463254013,-5.386842727661133
461,19.131020042210405,72.915463254013,-5.386842727661133
480,19.131020042210405,72.915463254013,-5.386842727661133
500,19.131020042210405,72.915463254013,-5.386842727661133
520,19.131020042210405,72.915463254013,-5.386842727661133
540,19.131020042210405,72.915463254013,-5.386842727661133
561,19.131020042210405,72.915463254013,-5.386842727661133
580,19.131020042210405,72.915463254013,-5.386842727661133
600,19.131020042210405,72.915463254013,-5.386842727661133
620,19.131020042210405,72.915463254013,-5.386842727661133
640,19.131020042210405,72.915463254013,-5.386842727661133
661,19.131020042210405,72.915463254013,-5.386842727661133
680,19.131020042210405,72.915463254013,-5.386842727661133
700,19.131020042210405,72.915463254013,-5.386842727661133
720,19.131020042210405,72.915463254013,-5.386842727661133
740,19.131020042210405,72.915463254013,-5.386842727661133
761,19.131020042210405,72.915463254013,-5.386842727661133
780,19.131020042210405,72.915463254013,-5.386842727661133
800,19.131020042210405,72.915463254013,-5.386842727661133
821,19.131020042210405,72.915463254013,-5.386842727661133
840,19.131020042210405,72.915463254013,-5.386842727661133
860,19.131020042210405,72.915463254013,-5.386842727661133
881,19.131020042210405,72.915463254013,-5.386842727661133
900,19.131020042210405,72.915463254013,-5.386842727661133
921,19.131020042210405,72.915463254013,-5.386842727661133
941,19.131020042210405,72.915463254013,-5.386842727661133
960,19.131020042210405,72.915463254013,-5.386842727661133
981,19.131020042210405,72.915463254013,-5.386842727661133
1000,19.131020042210405,72.915463254013,-5.386842727661133
1020,19.131020042210405,72.915463254013,-5.386842727661133
1040,19.131020042210405,72.915463254013,-5.386842727661133
1060,19.131020042210405,72.915463254013,-5.386842727661133
1081,19.131020042210405,72.915463254013,-5.386842727661133
1100,19.131020042210405,72.915463254013,-5.386842727661133
1120,19.131020042210405,72.915463254013,-5.386842727661133
1140,19.131020042210405,72.915463254013,-5.386842727661133
1160,19.131020042210405,72.915463254013,-5.386842727661133
1181,19.131020042210405,72.915463254013,-5.386842727661133
1200,19.131020042210405,72.915463254013,-5.386842727661133
1220,19.131020042210405,72.915463254013,-5.386842727661133
1241,19.131020042210405,72.915463254013,-5.386842727661133
1260,19.131020042210405,72.915463254013,-5.386842727661133
1280,19.131020042210405,72.915463254013,-5.386842727661133
1301,19.131020042210405,72.915463254013,-5.386842727661133
1321,19.131020042210405,72.915463254013,-5.386842727661133
1340,19.131020042210405,72.915463254013,-5.386842727661133
1360,19.131020042210405,72.915463254013,-5.386842727661133
1381,19.131020042210405,72.915463254013,-5.386842727661133
1400,19.131020042210405,72.915463254013,-5.386842727661133
1420,19.131020042210405,72.915463254013,-5.386842727661133
1440,19.131020042210405,72.915463254013,-5.386842727661133
1461,19.131020042210405,72.915463254013,-5.386842727661133
1480,19.131020042210405,72.915463254013,-5.386842727661133
1500,19.131020042210405,72.915463254013,-5.386842727661133
1520,19.131020042210405,72.915463254013,-5.386842727661133
1541,19.131020042210405,72.915463254013,-5.386842727661133
1560,19.131020042210405,72.915463254013,-5.386842727661133
1580,19.131020042210405,72.915463254013,-5.386842727661133
1601,19.131020042210405,72.915463254013,-5.386842727661133
1620,19.131020042210405,72.915463254013,-5.386842727661133
1640,19.131020042210405,72.915463254013,-5.386842727661133
1661,19.131020042210405,72.915463254013,-5.386842727661133
1680,19.131020042210405,72.915463254013,-5.386842727661133
1700,19.131020042210405,72.915463254013,-5.386842727661133
1721,19.131020042210405,72.915463254013,-5.386842727661133
1740,19.131020042210405,72.915463254013,-5.386842727661133
1760,19.131020042210405,72.915463254013,-5.386842727661133
1780,19.131020042210405,72.915463254013,-5.386842727661133
1801,19.131020042210405,72.915463254013,-5.386842727661133
1820,19.131020042210405,72.915463254013,-5.386842727661133
1840,19.131020042210405,72.915463254013,-5.386842727661133
1860,19.131020042210405,72.915463254013,-5.386842727661133
1880,19.131020042210405,72.915463254013,-5.386842727661133
1900,19.131020042210405,72.915463254013,-5.386842727661133
1921,19.131020042210405,72.915463254013,-5.386842727661133
