Timestamp,Milliseconds,Millibars
2018-09-09 21:57:10,16600,0.0
2018-09-09 21:57:10,16701,0.0
2018-09-09 21:57:10,16800,0.0
2018-09-09 21:57:10,16901,0.0
2018-09-09 21:57:10,17000,0.0
2018-09-09 21:57:10,17100,0.0
2018-09-09 21:57:11,17200,0.0
2018-09-09 21:57:11,17300,0.0
2018-09-09 21:57:11,17400,0.0
2018-09-09 21:57:11,17500,0.0
2018-09-09 21:57:11,17601,0.0
2018-09-09 21:57:11,17700,0.0
2018-09-09 21:57:11,17800,0.0
2018-09-09 21:57:11,17900,0.0
2018-09-09 21:57:11,18001,0.0
2018-09-09 21:57:11,18100,0.0
2018-09-09 21:57:12,18200,0.0
2018-09-09 21:57:12,18300,0.0
2018-09-09 21:57:12,18401,0.0
2018-09-09 21:57:12,18500,0.0
2018-09-09 21:57:12,18600,0.0
2018-09-09 21:57:12,18700,0.0
2018-09-09 21:57:12,18801,0.0
2018-09-09 21:57:12,18900,0.0
2018-09-09 21:57:12,19000,0.0
2018-09-09 21:57:12,19100,0.0
2018-09-09 21:57:13,19200,0.0
2018-09-09 21:57:13,19300,0.0
2018-09-09 21:57:13,19400,0.0
2018-09-09 21:57:13,19501,0.0
2018-09-09 21:57:13,19600,0.0
2018-09-09 21:57:13,19700,0.0
2018-09-09 21:57:13,19800,0.0
2018-09-09 21:57:13,19901,0.0
2018-09-09 21:57:13,20000,0.0
2018-09-09 21:57:13,20100,0.0
2018-09-09 21:57:14,20200,0.0
2018-09-09 21:57:14,20301,0.0
2018-09-09 21:57:14,20400,0.0
2018-09-09 21:57:14,20500,0.0
2018-09-09 21:57:14,20600,0.0
2018-09-09 21:57:14,20700,0.0
2018-09-09 21:57:14,20800,0.0
2018-09-09 21:57:14,20901,0.0
2018-09-09 21:57:14,21000,0.0
2018-09-09 21:57:14,21100,0.0
2018-09-09 21:57:15,21201,0.0
2018-09-09 21:57:15,21300,0.0
2018-09-09 21:57:15,21400,0.0
2018-09-09 21:57:15,21500,0.0
2018-09-09 21:57:15,21600,0.0
2018-09-09 21:57:15,21701,0.0
2018-09-09 21:57:15,21800,0.0
2018-09-09 21:57:15,21900,0.0
2018-09-09 21:57:15,22000,0.0
2018-09-09 21:57:15,22100,0.0
2018-09-09 21:57:16,22201,0.0
2018-09-09 21:57:16,22300,0.0
2018-09-09 21:57:16,22400,0.0
2018-09-09 21:57:16,22500,0.0
2018-09-09 21:57:16,22600,0.0
2018-09-09 21:57:16,22701,0.0
2018-09-09 21:57:16,22800,0.0
2018-09-09 21:57:16,22900,0.0
2018-09-09 21:57:16,23000,0.0
2018-09-09 21:57:16,23101,0.0
2018-09-09 21:57:17,23200,0.0
2018-09-09 21:57:17,23301,0.0
2018-09-09 21:57:17,23400,0.0
2018-09-09 21:57:17,23500,0.0
2018-09-09 21:57:17,23600,0.0
2018-09-09 21:57:17,23700,0.0
2018-09-09 21:57:17,23800,0.0
2018-09-09 21:57:17,23901,0.0
2018-09-09 21:57:17,24000,0.0
2018-09-09 21:57:17,24100,0.0
2018-09-09 21:57:18,24200,0.0
2018-09-09 21:57:18,24301,0.0
2018-09-09 21:57:18,24400,0.0
2018-09-09 21:57:18,24500,0.0
2018-09-09 21:57:18,24600,0.0
2018-09-09 21:57:18,24701,0.0
2018-09-09 21:57:18,24800,0.0
2018-09-09 21:57:18,24900,0.0
2018-09-09 21:57:18,25001,0.0
2018-09-09 21:57:18,25100,0.0
2018-09-09 21:57:19,25200,0.0
2018-09-09 21:57:19,25300,0.0
2018-09-09 21:57:19,25400,0.0
2018-09-09 21:57:19,25501,0.0
2018-09-09 21:57:19,25600,0.0
2018-09-09 21:57:19,25700,0.0
2018-09-09 21:57:19,25800,0.0
2018-09-09 21:57:19,25901,0.0
2018-09-09 21:57:19,26000,0.0
2018-09-09 21:57:19,26100,0.0
2018-09-09 21:57:20,26200,0.0
2018-09-09 21:57:20,26300,0.0
2018-09-09 21:57:20,26401,0.0
2018-09-09 21:57:20,26500,0.0
2018-09-09 21:57:20,26600,0.0
2018-09-09 21:57:20,26700,0.0
2018-09-09 21:57:20,26800,0.0
2018-09-09 21:57:20,26901,0.0
2018-09-09 21:57:20,27000,0.0
2018-09-09 21:57:20,27100,0.0
2018-09-09 21:57:21,27200,0.0
2018-09-09 21:57:21,27300,0.0
2018-09-09 21:57:21,27400,0.0
2018-09-09 21:57:21,27501,0.0
2018-09-09 21:57:21,27600,0.0
2018-09-09 21:57:21,27700,0.0
2018-09-09 21:57:21,27800,0.0
2018-09-09 21:57:21,27901,0.0
2018-09-09 21:57:21,28000,0.0
2018-09-09 21:57:21,28100,0.0
2018-09-09 21:57:22,28200,0.0
2018-09-09 21:57:22,28300,0.0
2018-09-09 21:57:22,28401,0.0
2018-09-09 21:57:22,28500,0.0
2018-09-09 21:57:22,28600,0.0
2018-09-09 21:57:22,28700,0.0
2018-09-09 21:57:22,28801,0.0
2018-09-09 21:57:22,28900,0.0
2018-09-09 21:57:22,29000,0.0
2018-09-09 21:57:22,29101,0.0
2018-09-09 21:57:23,29200,0.0
2018-09-09 21:57:23,29300,0.0
2018-09-09 21:57:23,29401,0.0
2018-09-09 21:57:23,29500,0.0
2018-09-09 21:57:23,29600,0.0
2018-09-09 21:57:23,29701,0.0
2018-09-09 21:57:23,29800,0.0
