Timestamp,Milliseconds,X,Y,Z
2018-09-11 17:21:13,2,0.2653728,0.3088336,-0.45723772
2018-09-11 17:21:13,22,-0.07581454,0.08545637,-0.8953519
2018-09-11 17:21:13,41,0.13704243,-0.07839155,0.2536559
2018-09-11 17:21:13,61,-0.028466292,0.2052145,0.9264779
2018-09-11 17:21:13,81,-0.32358596,0.424685,0.33606434
2018-09-11 17:21:13,102,-0.10927011,0.51061344,-0.1524334
2018-09-11 17:21:13,121,0.3006497,0.40840387,-0.6234975
2018-09-11 17:21:13,141,0.3759954,0.29615402,-0.6656165
2018-09-11 17:21:13,161,-0.0038693324,0.08007717,-0.61625147
2018-09-11 17:21:13,181,-0.18155782,0.017690659,-0.51735544
2018-09-11 17:21:13,202,0.29871392,0.057099342,-0.24857378
2018-09-11 17:21:13,221,0.79408634,0.14708424,-0.3762741
2018-09-11 17:21:13,241,1.1458685,0.38359785,-0.6687746
2018-09-11 17:21:13,261,1.3063366,0.5362835,-0.45039988
2018-09-11 17:21:13,282,1.2131426,0.60766745,-0.07837772
2018-09-11 17:21:13,303,0.9971456,0.5208826,0.37782526
2018-09-11 17:21:13,321,0.47666985,0.44703054,0.45907545
2018-09-11 17:21:13,341,-0.0075267106,0.2166071,0.22160292
2018-09-11 17:21:13,361,-0.25115997,0.10136747,-0.15607071
2018-09-11 17:21:13,382,-0.5124393,0.026666164,-0.36436653
2018-09-11 17:21:13,401,-0.64396137,0.076560974,-0.5345254
2018-09-11 17:21:13,422,-0.88866806,0.1523776,-0.45195675
2018-09-11 17:21:13,441,-0.78298384,0.19368649,-0.036354065
2018-09-11 17:21:13,461,-0.68734896,0.23828125,0.4582882
2018-09-11 17:21:13,482,-0.45896274,0.28442,0.09493446
2018-09-11 17:21:13,501,-0.08780706,0.19296789,-0.28353453
2018-09-11 17:21:13,522,0.1023687,0.0133776665,-0.067671776
2018-09-11 17:21:13,541,0.033680975,-0.28276682,0.85170984
2018-09-11 17:21:13,561,0.43505928,-0.29408073,0.9413967
2018-09-11 17:21:13,582,0.33047187,-0.2888646,0.862206
2018-09-11 17:21:13,601,0.20254377,-0.1694746,1.0450864
2018-09-11 17:21:13,621,0.9922731,-0.8587885,1.5350742
2018-09-11 17:21:13,642,0.72774726,0.18883228,-0.32025385
2018-09-11 17:21:13,661,1.1513388,0.064991,-1.8421736
2018-09-11 17:21:13,681,1.3392733,-0.15000725,-3.0515332
2018-09-11 17:21:13,702,0.6158011,-0.020729065,-0.9387069
2018-09-11 17:21:13,721,-0.13878101,-0.100317,-0.11765385
2018-09-11 17:21:13,741,-1.2448213,-0.5876188,0.91532946
2018-09-11 17:21:13,762,-1.2331456,-0.5811081,0.5971675
2018-09-11 17:21:13,781,-0.118316114,-0.96740246,0.84552336
2018-09-11 17:21:13,801,-0.0516454,-0.96490574,0.5743604
2018-09-11 17:21:13,821,0.15425503,-0.2229023,-0.17867136
2018-09-11 17:21:13,841,0.8356675,-0.43427658,-0.47881126
2018-09-11 17:21:13,861,0.5611899,-0.028373718,-0.64931893
2018-09-11 17:21:14,881,0.86460984,-0.7107115,-0.7334862
2018-09-11 17:21:14,902,0.50796294,-0.43016434,-0.5256548
2018-09-11 17:21:14,921,0.84929633,-0.77922726,-0.072906494
2018-09-11 17:21:14,941,-0.1722753,-0.31779194,1.6431966
2018-09-11 17:21:14,961,-0.52199054,-0.5685873,1.8249886
2018-09-11 17:21:14,982,-0.78679466,-0.968359,1.479563
2018-09-11 17:21:14,1001,-0.50300884,-1.4283905,0.6845665
2018-09-11 17:21:14,1021,1.2434213,-2.685214,-0.25136018
2018-09-11 17:21:14,1041,0.88117933,-2.595562,-1.1957176
2018-09-11 17:21:14,1061,0.15957975,-2.0591068,-0.6351001
2018-09-11 17:21:14,1081,1.0437241,-1.6090002,0.0991652
2018-09-11 17:21:14,1101,1.5837169,-0.91914177,-1.8866074
2018-09-11 17:21:14,1121,1.7755098,-1.4136295,-2.3692307
2018-09-11 17:21:14,1141,0.96827555,-0.9959593,-0.07308364
2018-09-11 17:21:14,1161,1.037785,-1.1311779,1.9195476
2018-09-11 17:21:14,1182,0.5369749,-0.84538126,2.2736838
2018-09-11 17:21:14,1201,-0.14470625,-0.9619851,0.363554
2018-09-11 17:21:14,1221,-1.2261167,-1.057548,-0.82315135
2018-09-11 17:21:14,1242,-2.5869799,-0.69497156,-0.52618885
2018-09-11 17:21:14,1261,-2.4374638,-0.5800481,1.6927185
2018-09-11 17:21:14,1281,-0.69254875,-0.6335654,1.7247698
2018-09-11 17:21:14,1302,-0.5547962,-1.2185168,-0.27931166
2018-09-11 17:21:14,1321,-0.16019487,-3.075089,-3.024418
2018-09-11 17:21:14,1341,-0.7952442,-3.5920033,-3.107324
2018-09-11 17:21:14,1362,-0.43406105,-4.443932,-1.4438157
2018-09-11 17:21:14,1381,-0.23952293,-4.5972033,0.91287255
2018-09-11 17:21:14,1401,-0.9242983,-4.1819277,5.3066897
2018-09-11 17:21:14,1421,-0.20347118,-2.4812357,7.357218
2018-09-11 17:21:14,1442,0.86693096,-1.8286767,4.876034
2018-09-11 17:21:14,1461,0.58724403,-0.08445442,2.9253592
2018-09-11 17:21:14,1481,0.73328686,0.7278675,2.0144591
2018-09-11 17:21:14,1502,1.0413237,1.8608211,1.3496525
2018-09-11 17:21:14,1521,1.024579,3.0388265,-0.06137848
2018-09-11 17:21:14,1541,1.1970711,3.3715115,-0.31216836
2018-09-11 17:21:14,1562,3.2666712,3.0710387,0.2600882
2018-09-11 17:21:14,1581,4.3740063,2.7007673,-0.14585376
2018-09-11 17:21:14,1601,5.362689,3.4207146,-0.9723463
2018-09-11 17:21:14,1621,5.0518894,3.8203533,-0.735029
2018-09-11 17:21:14,1641,4.4986496,3.859342,0.14969397
2018-09-11 17:21:14,1662,4.958248,3.406941,0.066138744
2018-09-11 17:21:14,1681,7.915343,3.8466573,-0.79640365
2018-09-11 17:21:14,1701,12.377558,2.853156,-7.258519
2018-09-11 17:21:14,1721,4.711806,1.3385034,-16.736609
2018-09-11 17:21:14,1742,-1.4833064,0.8561039,-3.4540071
2018-09-11 17:21:14,1761,-1.1252246,0.048723698,-1.3996406
2018-09-11 17:21:14,1781,-0.06444836,-0.5835061,-4.4253526
2018-09-11 17:21:14,1801,-0.47617483,-0.62540174,-3.033865
2018-09-11 17:21:14,1822,-1.792788,-1.6147823,-0.0034952164
2018-09-11 17:21:14,1841,-3.593234,-1.0214782,3.5213504
2018-09-11 17:21:14,1861,0.9529848,0.24859238,-0.41601753
2018-09-11 17:21:15,1882,0.19415951,0.13131571,-3.221601
2018-09-11 17:21:15,1901,1.9315205,-1.2204802,-3.0787764
2018-09-11 17:21:15,1921,-0.30256224,0.7235393,-0.08774042
2018-09-11 17:21:15,1942,-3.6370254,-1.5168102,5.1813154
2018-09-11 17:21:15,1961,-3.3916783,-3.8874595,1.7392893
2018-09-11 17:21:15,1981,-1.0389314,-0.7134203,-0.8047056
2018-09-11 17:21:15,2002,1.4096308,-3.7582376,-2.8976502
2018-09-11 17:21:15,2021,2.1792088,-2.932825,0.31814766
2018-09-11 17:21:15,2041,-0.8249769,-1.5969766,-1.2397399
2018-09-11 17:21:15,2061,0.27159643,-0.90891206,-0.5773158
2018-09-11 17:21:15,2082,-1.2296181,1.5839784,-4.416042
2018-09-11 17:21:15,2101,-1.178257,2.9879599,-6.81593
2018-09-11 17:21:15,2121,1.1713772,0.6731405,11.401404
2018-09-11 17:21:15,2142,3.2917566,1.3472395,7.810728
2018-09-11 17:21:15,2161,0.14729977,5.980964,2.1907027
2018-09-11 17:21:15,2181,-1.9833012,3.099751,-1.946367
2018-09-11 17:21:15,2202,-2.2892256,-1.4388232,-3.7946467
2018-09-11 17:21:15,2221,-0.4391966,-10.7249365,0.4078803
2018-09-11 17:21:15,2241,3.6559963,-12.104594,2.5485826
2018-09-11 17:21:15,2262,-1.0620699,2.557847,-1.8604889
