Milliseconds,X,Y,Z,cos,headingAccuracy
2,0.22921266,-0.453323,-0.8186088,0.2680288,0.17453292
22,0.22666305,-0.45342442,-0.8191217,0.26845804,0.17453292
42,0.22483517,-0.45231608,-0.81990796,0.26946285,0.17453292
62,0.22436601,-0.45048657,-0.8205993,0.27081075,0.17453292
81,0.22428831,-0.44928598,-0.8211313,0.2712568,0.17453292
102,0.22411092,-0.4490578,-0.8214351,0.27086112,0.17453292
122,0.22389951,-0.44935477,-0.82167476,0.26981452,0.17453292
142,0.2238836,-0.44934523,-0.8219604,0.26897225,0.17453292
161,0.22422922,-0.44865787,-0.8223923,0.2685112,0.17453292
181,0.22468863,-0.4473398,-0.82305706,0.2682894,0.17453292
203,0.22485209,-0.44696984,-0.8232199,0.26826945,0.17453292
221,0.22460221,-0.4470734,-0.823297,0.26806954,0.17453292
241,0.22412278,-0.4467744,-0.8236337,0.2679351,0.17453292
261,0.2236665,-0.44575718,-0.82434916,0.2678102,0.17453292
281,0.22296263,-0.4447609,-0.82522166,0.26736605,0.17453292
301,0.22278282,-0.44450438,-0.8254223,0.26732317,0.17453292
322,0.2230016,-0.4445679,-0.82528996,0.26744378,0.17453292
341,0.22285336,-0.44495016,-0.82515806,0.26733848,0.17453292
361,0.22254236,-0.4453013,-0.82503027,0.2674074,0.17453292
382,0.22213803,-0.4454316,-0.8250377,0.26750353,0.17453292
401,0.2218496,-0.44542158,-0.8251184,0.26751065,0.17453292
421,0.22174634,-0.44553277,-0.82508457,0.26751548,0.17453292
442,0.2216795,-0.44600192,-0.82493925,0.26723728,0.17453292
461,0.221948,-0.44639644,-0.8246891,0.2671277,0.17453292
481,0.22248931,-0.4468533,-0.8243441,0.26697826,0.17453292
502,0.22285676,-0.44638875,-0.8244382,0.2671584,0.17453292
521,0.22318806,-0.4455951,-0.82463026,0.2676137,0.17453292
543,0.22361599,-0.44437143,-0.82500404,0.2681384,0.17453292
561,0.22374539,-0.4440667,-0.82496935,0.26864168,0.17453292
581,0.22341207,-0.44441468,-0.824796,0.26887572,0.17453292
602,0.22325376,-0.44472253,-0.8245958,0.26911226,0.17453292
621,0.22323145,-0.4444722,-0.8245767,0.2696025,0.17453292
642,0.22322653,-0.44398728,-0.82463384,0.27023003,0.17453292
661,0.22299756,-0.44369066,-0.82470894,0.27067658,0.17453292
681,0.22243321,-0.44337758,-0.8249366,0.27096003,0.17453292
704,0.22181706,-0.44315353,-0.825083,0.27138564,0.17453292
721,0.22144853,-0.44331083,-0.8249322,0.27188778,0.17453292
741,0.22123659,-0.44390774,-0.82461154,0.27205887,0.17453292
762,0.22126159,-0.44443786,-0.824275,0.27219293,0.17453292
781,0.22160546,-0.4443135,-0.82414913,0.27249733,0.17453292
801,0.22172801,-0.44354272,-0.8244751,0.27266717,0.17453292
822,0.22155063,-0.44287756,-0.82484674,0.2727685,0.17453292
841,0.22138953,-0.44287792,-0.8248454,0.27290282,0.17453292
861,0.2214121,-0.44346252,-0.8245731,0.27275786,0.17453292
882,0.22187132,-0.44404173,-0.82412416,0.27279934,0.17453292
901,0.22231925,-0.44431904,-0.8238056,0.27294528,0.17453292
921,0.2223483,-0.44468978,-0.82365423,0.27277458,0.17453292
941,0.22207032,-0.44589722,-0.82329166,0.27212366,0.17453292
962,0.22172707,-0.44818053,-0.82255495,0.27087766,0.17453292
981,0.2219738,-0.45091856,-0.82129025,0.26996747,0.17453292
1001,0.22288229,-0.453508,-0.8198901,0.26913607,0.17453292
1022,0.22406046,-0.45605996,-0.8187238,0.26739037,0.17453292
1041,0.22446796,-0.45759484,-0.81820595,0.26600766,0.17453292
1062,0.22478385,-0.45959356,-0.81759316,0.264173,0.17453292
1082,0.22449344,-0.46008164,-0.81791604,0.26256612,0.17453292
1101,0.22424515,-0.45998868,-0.8185904,0.26083374,0.17453292
1121,0.22418158,-0.45985028,-0.8191048,0.2595143,0.17453292
1142,0.22393191,-0.45958996,-0.81988734,0.2577137,0.17453292
1161,0.2244469,-0.45979145,-0.8202193,0.2558432,0.17453292
1181,0.22512536,-0.46026942,-0.8202438,0.2543045,0.17453292
1202,0.22515537,-0.46028093,-0.8207916,0.25248304,0.17453292
1221,0.22437082,-0.45913824,-0.82218534,0.25072116,0.17453292
1241,0.22315244,-0.45712522,-0.82401603,0.24947365,0.17453292
1261,0.22219832,-0.4548443,-0.82573414,0.24881251,0.17453292
1282,0.22122842,-0.45256352,-0.8272988,0.24863803,0.17453292
1301,0.21990061,-0.45037833,-0.82884026,0.2486502,0.17453292
1321,0.2179852,-0.44826105,-0.8306106,0.24825495,0.17453292
