Timestamp,Milliseconds,centimeters
2018-09-11 17:23:00,2,5.000305
2018-09-11 17:23:00,20,5.000305
2018-09-11 17:23:00,40,5.000305
2018-09-11 17:23:00,61,5.000305
2018-09-11 17:23:00,80,5.000305
2018-09-11 17:23:00,100,5.000305
2018-09-11 17:23:00,120,5.000305
2018-09-11 17:23:01,141,5.000305
2018-09-11 17:23:01,160,5.000305
2018-09-11 17:23:01,180,5.000305
2018-09-11 17:23:01,200,5.000305
2018-09-11 17:23:01,221,5.000305
2018-09-11 17:23:01,240,5.000305
2018-09-11 17:23:01,260,5.000305
2018-09-11 17:23:01,281,5.000305
2018-09-11 17:23:01,300,5.000305
2018-09-11 17:23:01,320,5.000305
2018-09-11 17:23:01,342,5.000305
2018-09-11 17:23:01,360,5.000305
2018-09-11 17:23:01,380,5.000305
2018-09-11 17:23:01,400,5.000305
2018-09-11 17:23:01,421,5.000305
2018-09-11 17:23:01,440,5.000305
2018-09-11 17:23:01,461,5.000305
2018-09-11 17:23:01,480,5.000305
2018-09-11 17:23:01,500,5.000305
2018-09-11 17:23:01,521,5.000305
2018-09-11 17:23:01,540,5.000305
2018-09-11 17:23:01,561,5.000305
2018-09-11 17:23:01,580,5.000305
2018-09-11 17:23:01,600,5.000305
2018-09-11 17:23:01,622,5.000305
2018-09-11 17:23:01,641,5.000305
2018-09-11 17:23:01,660,5.000305
2018-09-11 17:23:01,680,5.000305
2018-09-11 17:23:01,701,5.000305
2018-09-11 17:23:01,720,5.000305
2018-09-11 17:23:01,740,5.000305
2018-09-11 17:23:01,760,5.000305
2018-09-11 17:23:01,781,5.000305
2018-09-11 17:23:01,800,5.000305
2018-09-11 17:23:01,820,5.000305
2018-09-11 17:23:01,840,5.000305
2018-09-11 17:23:01,861,5.000305
2018-09-11 17:23:01,880,0.0
2018-09-11 17:23:01,900,0.0
2018-09-11 17:23:01,920,0.0
2018-09-11 17:23:01,941,0.0
2018-09-11 17:23:01,960,0.0
2018-09-11 17:23:01,981,0.0
2018-09-11 17:23:01,1000,5.000305
2018-09-11 17:23:01,1020,5.000305
2018-09-11 17:23:01,1040,5.000305
2018-09-11 17:23:01,1061,5.000305
2018-09-11 17:23:01,1080,5.000305
2018-09-11 17:23:01,1100,5.000305
2018-09-11 17:23:01,1120,0.0
2018-09-11 17:23:02,1141,0.0
2018-09-11 17:23:02,1160,0.0
2018-09-11 17:23:02,1180,0.0
2018-09-11 17:23:02,1200,0.0
2018-09-11 17:23:02,1220,0.0
2018-09-11 17:23:02,1240,5.000305
2018-09-11 17:23:02,1260,5.000305
2018-09-11 17:23:02,1281,5.000305
2018-09-11 17:23:02,1300,5.000305
2018-09-11 17:23:02,1320,5.000305
2018-09-11 17:23:02,1341,5.000305
2018-09-11 17:23:02,1360,5.000305
2018-09-11 17:23:02,1381,5.000305
2018-09-11 17:23:02,1400,5.000305
2018-09-11 17:23:02,1420,5.000305
2018-09-11 17:23:02,1440,5.000305
2018-09-11 17:23:02,1461,5.000305
2018-09-11 17:23:02,1480,5.000305
2018-09-11 17:23:02,1500,5.000305
2018-09-11 17:23:02,1521,5.000305
2018-09-11 17:23:02,1540,5.000305
2018-09-11 17:23:02,1560,5.000305
2018-09-11 17:23:02,1580,5.000305
2018-09-11 17:23:02,1601,5.000305
2018-09-11 17:23:02,1620,5.000305
2018-09-11 17:23:02,1641,5.000305
2018-09-11 17:23:02,1660,5.000305
2018-09-11 17:23:02,1680,5.000305
2018-09-11 17:23:02,1700,5.000305
2018-09-11 17:23:02,1720,5.000305
2018-09-11 17:23:02,1740,5.000305
2018-09-11 17:23:02,1761,5.000305
2018-09-11 17:23:02,1780,5.000305
2018-09-11 17:23:02,1800,5.000305
2018-09-11 17:23:02,1820,5.000305
2018-09-11 17:23:02,1841,5.000305
2018-09-11 17:23:02,1860,5.000305
2018-09-11 17:23:02,1880,5.000305
2018-09-11 17:23:02,1900,5.000305
2018-09-11 17:23:02,1921,5.000305
2018-09-11 17:23:02,1940,5.000305
2018-09-11 17:23:02,1961,5.000305
2018-09-11 17:23:02,1980,0.0
2018-09-11 17:23:02,2000,0.0
2018-09-11 17:23:02,2020,0.0
2018-09-11 17:23:02,2040,0.0
2018-09-11 17:23:02,2060,0.0
2018-09-11 17:23:02,2081,0.0
2018-09-11 17:23:02,2100,5.000305
2018-09-11 17:23:02,2121,5.000305
2018-09-11 17:23:03,2140,5.000305
2018-09-11 17:23:03,2161,5.000305
2018-09-11 17:23:03,2180,5.000305
2018-09-11 17:23:03,2200,5.000305
2018-09-11 17:23:03,2222,0.0
2018-09-11 17:23:03,2240,0.0
2018-09-11 17:23:03,2261,0.0
2018-09-11 17:23:03,2280,0.0
2018-09-11 17:23:03,2300,0.0
2018-09-11 17:23:03,2320,0.0
2018-09-11 17:23:03,2340,0.0
2018-09-11 17:23:03,2361,0.0
2018-09-11 17:23:03,2380,0.0
2018-09-11 17:23:03,2400,0.0
2018-09-11 17:23:03,2421,0.0
2018-09-11 17:23:03,2440,0.0
2018-09-11 17:23:03,2461,0.0
2018-09-11 17:23:03,2480,0.0
2018-09-11 17:23:03,2501,0.0
2018-09-11 17:23:03,2520,0.0
2018-09-11 17:23:03,2540,0.0
2018-09-11 17:23:03,2560,0.0
2018-09-11 17:23:03,2580,0.0
2018-09-11 17:23:03,2600,0.0
2018-09-11 17:23:03,2621,0.0
2018-09-11 17:23:03,2640,0.0
2018-09-11 17:23:03,2660,0.0
2018-09-11 17:23:03,2680,0.0
2018-09-11 17:23:03,2700,0.0
2018-09-11 17:23:03,2721,0.0
2018-09-11 17:23:03,2740,0.0
2018-09-11 17:23:03,2760,0.0
2018-09-11 17:23:03,2781,0.0
2018-09-11 17:23:03,2800,0.0
2018-09-11 17:23:03,2820,0.0
2018-09-11 17:23:03,2840,0.0
2018-09-11 17:23:03,2861,0.0
2018-09-11 17:23:03,2880,0.0
2018-09-11 17:23:03,2900,0.0
2018-09-11 17:23:03,2920,0.0
2018-09-11 17:23:03,2941,0.0
2018-09-11 17:23:03,2960,0.0
2018-09-11 17:23:03,2980,0.0
2018-09-11 17:23:03,3000,0.0
2018-09-11 17:23:03,3020,0.0
2018-09-11 17:23:03,3041,0.0
2018-09-11 17:23:03,3060,0.0
2018-09-11 17:23:03,3080,0.0
2018-09-11 17:23:03,3100,0.0
2018-09-11 17:23:03,3121,0.0
2018-09-11 17:23:04,3140,0.0
2018-09-11 17:23:04,3160,0.0
2018-09-11 17:23:04,3181,0.0
2018-09-11 17:23:04,3200,0.0
2018-09-11 17:23:04,3220,0.0
2018-09-11 17:23:04,3241,0.0
2018-09-11 17:23:04,3260,0.0
2018-09-11 17:23:04,3280,0.0
2018-09-11 17:23:04,3300,0.0
2018-09-11 17:23:04,3321,0.0
2018-09-11 17:23:04,3340,0.0
2018-09-11 17:23:04,3360,0.0
2018-09-11 17:23:04,3380,0.0
2018-09-11 17:23:04,3401,0.0
2018-09-11 17:23:04,3420,0.0
2018-09-11 17:23:04,3440,0.0
2018-09-11 17:23:04,3460,0.0
2018-09-11 17:23:04,3480,0.0
2018-09-11 17:23:04,3500,0.0
2018-09-11 17:23:04,3520,0.0
2018-09-11 17:23:04,3540,0.0
2018-09-11 17:23:04,3560,0.0
2018-09-11 17:23:04,3580,0.0
2018-09-11 17:23:04,3600,0.0
2018-09-11 17:23:04,3621,0.0
2018-09-11 17:23:04,3640,0.0
2018-09-11 17:23:04,3660,0.0
2018-09-11 17:23:04,3680,0.0
2018-09-11 17:23:04,3701,0.0
2018-09-11 17:23:04,3720,0.0
2018-09-11 17:23:04,3740,0.0
2018-09-11 17:23:04,3760,0.0
2018-09-11 17:23:04,3780,0.0
2018-09-11 17:23:04,3800,0.0
2018-09-11 17:23:04,3821,0.0
2018-09-11 17:23:04,3840,0.0
2018-09-11 17:23:04,3861,0.0
2018-09-11 17:23:04,3880,0.0
2018-09-11 17:23:04,3900,0.0
2018-09-11 17:23:04,3920,0.0
2018-09-11 17:23:04,3941,0.0
2018-09-11 17:23:04,3960,0.0
2018-09-11 17:23:04,3980,0.0
2018-09-11 17:23:04,4001,0.0
2018-09-11 17:23:04,4020,0.0
2018-09-11 17:23:04,4040,0.0
2018-09-11 17:23:04,4060,0.0
2018-09-11 17:23:04,4081,0.0
2018-09-11 17:23:04,4100,0.0
2018-09-11 17:23:04,4120,0.0
2018-09-11 17:23:05,4140,0.0
2018-09-11 17:23:05,4161,0.0
2018-09-11 17:23:05,4180,0.0
2018-09-11 17:23:05,4200,0.0
2018-09-11 17:23:05,4220,0.0
2018-09-11 17:23:05,4240,0.0
2018-09-11 17:23:05,4260,0.0
2018-09-11 17:23:05,4281,0.0
2018-09-11 17:23:05,4300,0.0
2018-09-11 17:23:05,4320,0.0
2018-09-11 17:23:05,4340,0.0
2018-09-11 17:23:05,4360,0.0
2018-09-11 17:23:05,4380,0.0
2018-09-11 17:23:05,4400,0.0
2018-09-11 17:23:05,4420,0.0
2018-09-11 17:23:05,4440,0.0
2018-09-11 17:23:05,4460,0.0
2018-09-11 17:23:05,4481,0.0
2018-09-11 17:23:05,4500,0.0
2018-09-11 17:23:05,4520,0.0
2018-09-11 17:23:05,4541,0.0
2018-09-11 17:23:05,4560,0.0
2018-09-11 17:23:05,4580,0.0
2018-09-11 17:23:05,4601,0.0
